blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share
a7ff24r_ff9b56ccd0b1474f,"Delta(trade_return_1h,1)",price_like,single,L5_vol_adjusted_return,4,-1.0,3,True,0.4415055435064361,0.09539744953586853,True,0.49916565710210004,1.4833820796890969,True,0.10525800963355812,0.10465800963355812,0.10365800963355812,95.46666666666667,A7FF25R3S07_NUMERIC_CLUE,715,-0.04221470041069723,-1.580701358661156,-1.2668169392870534,-1.6556666280382837,0.4755244755244755,716,-0.03594076060507447,-1.363865556061157,-0.49916565710210004,-1.4833820796890969,0.4692737430167598,716,-0.061034429671668215,-1.8615061258968724,-0.9696743085613535,-1.5737481934892796,0.4371508379888268,716,-0.10565800963355812,-2.053612675670107,-0.9745886155280761,-1.939028171964514,0.473463687150838,1.0,111.21650409005169,skel_1d39996e97d5ace0,0.9988509049123815,0.994757214073435
a7ff24r_de6173e06fb6a118,"ZScore(Mean(realized_vol_24h,12))",volatility_like,single,L7_ranked_future_return,24,-1.0,3,True,0.8730397568013465,0.1048739157620264,True,1.1010029358021451,1.571073267869846,True,0.10454866499042147,0.10394866499042146,0.10294866499042146,92.8,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,685,-0.08594763787510137,-8.861621897882824,-1.826509211058839,-2.7882563825673103,0.31532846715328466,696,-0.062442711659216686,-5.3353090336697395,-1.1010029358021451,-1.571073267869846,0.4224137931034483,696,-0.06443167305236272,-8.513054545108755,-1.7625262774498855,-2.6548466696614796,0.36637931034482757,696,-0.10494866499042146,-12.734213097852892,-2.6063670781734127,-3.210732281865761,0.32471264367816094,0.0,109.07562523362012,skel_a311ee3fdacdeca2,0.8241884515943695,1.0
a7ff24r_41bb8c4f64c57222,"Mul(realized_vol_168h,realized_vol_24h)",volatility_like|volatility_like,mul,L7_ranked_future_return,24,-1.0,3,True,0.8264185689188658,0.10047435411345254,True,1.3889696635243027,1.6861538390640283,True,0.10162712590464028,0.10102712590464027,0.10002712590464027,92.8,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,696,-0.09172312353661133,-9.510549304808409,-2.083906027193595,-2.7160324249511283,0.3175287356321839,696,-0.07359639407726691,-6.558286468349699,-1.3889696635243027,-1.6861538390640283,0.41379310344827586,696,-0.07632370157513835,-10.755188522809382,-2.2436575868912336,-3.111457661782464,0.34770114942528735,696,-0.10202712590464028,-11.842270972757419,-2.475328302766477,-3.14544530609544,0.3290229885057471,0.0,106.2007073357214,skel_337820bc5afcf6cc,0.8273484630853203,1.0
a7ff24r_430b607aca8d7292,"Mean(Mul(realized_vol_168h,realized_vol_24h),4)",volatility_like|volatility_like,smooth_mul,L7_ranked_future_return,24,-1.0,3,True,0.829779636636437,0.10065594734461474,True,1.3243581616121993,1.7873646102511866,True,0.10128921615581098,0.10068921615581097,0.09968921615581097,92.8,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,693,-0.08829239818823154,-9.231103969817438,-1.9840724386747053,-2.7281919090071116,0.3116883116883117,696,-0.07381473831949767,-6.585940390686017,-1.3243581616121993,-1.7873646102511866,0.4281609195402299,696,-0.07455799010217114,-10.37691172423615,-2.120321549658077,-3.2112397556374352,0.34626436781609193,696,-0.10168921615581097,-11.886628359050567,-2.371676399952486,-2.9760626905215055,0.3290229885057471,0.0,105.85943651917454,skel_356a5f3fab58eb27,0.8264866417696064,1.0
a7ff24r_f71d4c2645b1f21b,"Clip(ZScore(trade_return_1h),-3,3)",price_like,single,L7_ranked_future_return,1,-1.0,3,True,0.2543170677185504,0.02162746974442906,True,5.828584491638501,5.828584491638501,True,0.07041091170972952,0.06981091170972951,0.06881091170972951,95.86666666666666,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.07269508512337093,-9.424357982121402,-9.424357982121402,-9.424357982121402,0.3588317107093185,719,-0.04138855925680073,-5.828584491638501,-5.828584491638501,-5.828584491638501,0.3810848400556328,719,-0.061590888040383866,-9.313300191045903,-9.313300191045903,-9.313300191045903,0.34492350486787204,719,-0.07081091170972952,-10.603270120559912,-10.603270120559912,-10.603270120559912,0.3337969401947149,0.0,75.55659464201096,skel_8a3e91f81074ce44,0.9994254524561907,1.0
a7ff24r_fa589cfab1b7ea13,CSRank(trade_return_1h),price_like,single,L7_ranked_future_return,1,-1.0,3,True,0.2543170677185504,0.02162746974442906,True,5.828584491638501,5.828584491638501,True,0.07041091170972952,0.06981091170972951,0.06881091170972951,95.86666666666666,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.07269508512337093,-9.424357982121402,-9.424357982121402,-9.424357982121402,0.3588317107093185,719,-0.04138855925680073,-5.828584491638501,-5.828584491638501,-5.828584491638501,0.3810848400556328,719,-0.061590888040383866,-9.313300191045903,-9.313300191045903,-9.313300191045903,0.34492350486787204,719,-0.07081091170972952,-10.603270120559912,-10.603270120559912,-10.603270120559912,0.3337969401947149,0.0,75.55659464201096,skel_f6a3f0b03e9258f2,0.9994254524561907,1.0
a7ff24r_8ebedefc7d746058,trade_return_1h,price_like,single,L7_ranked_future_return,1,-1.0,3,True,0.3119123241444635,0.02162746974442906,True,5.828584491638501,5.828584491638501,True,0.07041091170972952,0.06981091170972951,0.06881091170972951,95.86666666666666,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.07269508512337093,-9.424357982121402,-9.424357982121402,-9.424357982121402,0.3588317107093185,719,-0.04138855925680073,-5.828584491638501,-5.828584491638501,-5.828584491638501,0.3810848400556328,719,-0.061590888040383866,-9.313300191045903,-9.313300191045903,-9.313300191045903,0.34492350486787204,719,-0.07081091170972952,-10.603270120559912,-10.603270120559912,-10.603270120559912,0.3337969401947149,0.0,75.49899938558505,skel_ca36cd3eaf5a3a94,0.9994254524561907,0.9644503928331896
a7ff24r_387cb9fa56b98f16,"Mean(Mul(Mean(realized_vol_24h,2),trade_return_1h),4)",price_like|volatility_like,smooth_mul,L7_ranked_future_return,4,-1.0,3,True,0.6429821065270488,0.02814181150424167,True,3.1558020993352915,3.9766306949877084,True,0.050318934279950336,0.04971893427995033,0.04871893427995033,95.46666666666667,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,712,-0.06445491312942155,-7.88565215421186,-3.8214529154035315,-4.7047459576746595,0.398876404494382,716,-0.047535255664183734,-6.212522459483942,-3.1558020993352915,-3.9766306949877084,0.40502793296089384,716,-0.04940157510862818,-7.114086358990576,-3.4245971209819692,-4.640705949085054,0.40083798882681565,716,-0.050718934279950334,-7.230546410898981,-3.990365022869759,-4.378094124311311,0.39804469273743015,0.0,55.07595217342328,skel_8184698cb7b24c02,0.8261993679977018,0.9993118335651368
a7ff24r_4406baa85f52f7be,"Mul(realized_vol_168h,Sign(realized_vol_24h))",volatility_like|volatility_like,gated_sign,L7_ranked_future_return,1,-1.0,3,True,0.8794980260372742,0.0347141734919899,True,2.586084465755415,2.586084465755415,True,0.03575368889404008,0.035153688894040074,0.03415368889404007,95.86666666666666,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,719,-0.036179686292690465,-3.863790256067084,-3.863790256067084,-3.863790256067084,0.4297635605006954,719,-0.024525849302014107,-2.586084465755415,-2.586084465755415,-2.586084465755415,0.44923504867872044,719,-0.028914338973883482,-4.087612149928399,-4.087612149928399,-4.087612149928399,0.42559109874826145,719,-0.036153688894040074,-4.955279609354727,-4.955279609354727,-4.955279609354727,0.4172461752433936,0.0,40.2741908680028,skel_d9d4f69744bac825,0.8273484630853203,1.0
a7ff24r_45543c1709930636,"Mean(Mul(realized_vol_168h,ZScore(Mean(realized_vol_24h,2))),4)",volatility_like|volatility_like,smooth_mul,L7_ranked_future_return,1,-1.0,3,True,0.9989447626783783,0.030603847936949473,True,1.8518759164985197,1.8518759164985197,True,0.03273573700612991,0.03213573700612991,0.031135737006129906,95.86666666666666,A7FF25R3S07_RANK_LABEL_DIAGNOSTIC_CLUE,715,-0.038522322584822584,-4.214043256697028,-4.214043256697028,-4.214043256697028,0.42937062937062936,719,-0.01563562432390666,-1.8518759164985197,-1.8518759164985197,-1.8518759164985197,0.4714881780250348,719,-0.020446591845670426,-2.816150473788841,-2.816150473788841,-2.816150473788841,0.44923504867872044,719,-0.03313573700612991,-5.257270689541795,-5.257270689541795,-5.257270689541795,0.4200278164116829,0.0,37.13679224345153,skel_44a246af570899bb,0.8261993679977018,1.0
