blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,source_file,shard,next_wave_family,a7ls_arm,source_seed_id,source_info_axis,source_stability_tier,source_info_axis_score,skeleton_key,production_key,company_numeric_shard,blocker_family
a7ls9_6e426bdeb83c0a82,"Mul(Delta(premium_close_bps,336),ZScore(Mean(age_x_liquidity,336)))",basis_premium_like|age_x_liquidity,typed_interaction,L7_ranked_future_return,8,-1.0,3,True,0.951995711123409,0.0107191549850268,True,0.605382262329845,1.7318947036266232,True,0.0113255266418835,0.0107255266418835,0.0097255266418835,95.64444444444445,A7LS10S000_RANK_LABEL_DIAGNOSTIC_CLUE,1816,-0.01669929841736,-3.902201924901388,-1.6013821739828042,-2.686750589335516,0.4609030837004405,2152,-0.012173511074969,-3.694103523424431,-1.3179336674255315,-2.1161100469849514,0.4767657992565056,2152,-0.007774851989536,-2.398553714838514,-0.605382262329845,-1.7318947036266232,0.4721189591078067,2152,-0.0117255266418835,-3.685390492925922,-1.5104969628162868,-2.0140757328848338,0.4730483271375464,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_000\a7ls10_s000_label_response_metrics.csv,s000,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_0528483714b73d83,prod_83fa64f656f0d251,a7ls10_s000,rank_label_diagnostic_clue
a7ls9_939faee1680623bf,"Mul(Sub(Mean(premium_close_bps,84),Mean(premium_close_bps,504)),ZScore(Mean(age_x_liquidity,504)))",basis_premium_like|age_x_liquidity,spread_interaction,L7_ranked_future_return,1,-1.0,3,True,0.6729141928014841,0.0098786518106805,True,1.6328849599794557,1.6328849599794557,True,0.0095057241006638,0.0089057241006638,0.0079057241006638,95.95555555555556,A7LS10S000_RANK_LABEL_DIAGNOSTIC_CLUE,2075,-0.0125787315930388,-3.031947420864037,-3.031947420864037,-3.031947420864037,0.464578313253012,2159,-0.0052920966067966,-1.6328849599794557,-1.6328849599794557,-1.6328849599794557,0.4909680407596109,2159,-0.0088701419981815,-2.6813417488111724,-2.6813417488111724,-2.6813417488111724,0.475683186660491,2159,-0.0099057241006638,-3.048361906445019,-3.048361906445019,-3.048361906445019,0.4784622510421491,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_000\a7ls10_s000_label_response_metrics.csv,s000,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_47b1aa240fcb2be3,prod_5b6b5b8ddf3696a0,a7ls10_s000,rank_label_diagnostic_clue
a7ls9_939faee1680623bf,"Mul(Sub(Mean(premium_close_bps,84),Mean(premium_close_bps,504)),ZScore(Mean(age_x_liquidity,504)))",basis_premium_like|age_x_liquidity,spread_interaction,L7_ranked_future_return,4,-1.0,3,True,0.8403532170284167,0.0175579669999312,True,1.6535005487185692,1.7303375263100125,True,0.01728323648904,0.01668323648904,0.01568323648904,95.82222222222222,A7LS10S000_RANK_LABEL_DIAGNOSTIC_CLUE,2072,-0.02135958503146,-4.977194977875875,-2.442641524721928,-2.688771843610408,0.4555984555984556,2156,-0.0106533285662749,-3.21745322209057,-1.6535005487185692,-1.7303375263100125,0.4670686456400742,2156,-0.0149733946608946,-4.546750959726875,-2.253591355604567,-2.469034252422342,0.4652133580705009,2156,-0.01768323648904,-5.589606810731869,-2.8594747825432263,-2.9321597517935727,0.4666048237476808,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_000\a7ls10_s000_label_response_metrics.csv,s000,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_47b1aa240fcb2be3,prod_5b6b5b8ddf3696a0,a7ls10_s000,rank_label_diagnostic_clue
a7ls9_02f41b144d0b9144,"Mul(Abs(ZScore(Mean(premium_abs_168h,8))),Sign(ZScore(Mean(age_x_volatility,8))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,8,-1.0,3,True,0.8831117417101579,0.0454206304643398,True,2.7473306488213347,3.114018188651012,True,0.0461425949590389,0.0455425949590389,0.0445425949590389,95.64444444444445,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2145,-0.0316326189242855,-9.196856672080733,-3.270335538730821,-3.6734687297081448,0.4135198135198135,2152,-0.0271028027330304,-7.930033240661878,-2.7473306488213347,-3.114018188651012,0.4223977695167286,2152,-0.0326111369268897,-10.340088756143022,-3.6786579182556025,-4.229848673511508,0.4200743494423792,2152,-0.0465425949590389,-13.81209442243188,-5.067514373834853,-5.444191417831634,0.3763940520446097,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_c3b0f023278cb7f0,prod_af46617f44508a99,a7ls10_s001,rank_label_diagnostic_clue
a7ls9_02f41b144d0b9144,"Mul(Abs(ZScore(Mean(premium_abs_168h,8))),Sign(ZScore(Mean(age_x_volatility,8))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,24,-1.0,3,True,0.9529062688880726,0.0650461608319461,True,2.661354412777584,3.4471357109811502,True,0.0657686455298931,0.0651686455298931,0.0641686455298931,94.93333333333334,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2129,-0.0327233432058173,-9.008241737106728,-1.819502632590284,-2.595325771315332,0.4044152184124002,2136,-0.0468418112342211,-12.616526335823195,-2.661354412777584,-3.4471357109811502,0.3913857677902622,2136,-0.045603260681093,-14.262773443455592,-2.7565577693391488,-4.129348812189583,0.3787453183520599,2136,-0.0661686455298931,-19.766069790767126,-4.030786680863271,-4.667932946044084,0.3384831460674157,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_c3b0f023278cb7f0,prod_af46617f44508a99,a7ls10_s001,rank_label_diagnostic_clue
a7ls9_0c00218805a15710,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,1,-1.0,3,True,0.9251847408310888,0.0214456227591649,True,3.979951947684993,3.979951947684993,True,0.0215836644193985,0.0209836644193985,0.0199836644193985,95.95555555555556,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2136,-0.0152738222187543,-4.068469006782549,-4.068469006782549,-4.068469006782549,0.4676966292134831,2159,-0.0161305013037585,-3.979951947684993,-3.979951947684993,-3.979951947684993,0.4622510421491431,2159,-0.0217583479148439,-5.900965433535406,-5.900965433535406,-5.900965433535406,0.4525243168133395,2159,-0.0219836644193985,-5.848750274088584,-5.848750274088584,-5.848750274088584,0.4529874942102825,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_a48d4f61289851a6,prod_8798ec5798472960,a7ls10_s001,rank_label_diagnostic_clue
a7ls9_0c00218805a15710,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,4,-1.0,3,True,0.9050179834080888,0.0409632034632034,True,3.556052361954251,3.692213411333972,True,0.0416955945509516,0.0410955945509516,0.0400955945509516,95.82222222222222,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2133,-0.0264436391970967,-6.8820955093038245,-3.431060999431553,-3.501847287717317,0.4383497421472105,2156,-0.0293589058097986,-7.143681459673696,-3.556052361954251,-3.692213411333972,0.4522263450834879,2156,-0.0363719572424929,-10.0429709609629,-4.883715442290836,-5.726461839943179,0.4081632653061224,2156,-0.0420955945509516,-11.22911895999357,-5.668176079608013,-5.770356292821384,0.4035250463821892,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_a48d4f61289851a6,prod_8798ec5798472960,a7ls10_s001,rank_label_diagnostic_clue
a7ls9_0c00218805a15710,"Mul(Abs(ZScore(Mean(basis_abs_168h,24))),Sign(ZScore(Mean(age_x_volatility,24))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,8,-1.0,3,True,0.8771737786064403,0.0533851208608701,True,3.378204864775963,3.898146800252336,True,0.0534036591714856,0.0528036591714856,0.0518036591714856,95.64444444444445,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2129,-0.0352894279613103,-9.097053127066602,-3.2594257544512257,-3.777430595131223,0.411930483795209,2152,-0.0406582647063885,-9.666397639672144,-3.378204864775963,-3.898146800252336,0.4275092936802974,2152,-0.0451691417544403,-12.362334971757145,-4.441584498325139,-4.9456649230619165,0.387546468401487,2152,-0.0538036591714856,-14.251243386646491,-4.970322057619072,-5.451172329168481,0.3763940520446097,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_a48d4f61289851a6,prod_8798ec5798472960,a7ls10_s001,rank_label_diagnostic_clue
a7ls9_102285fe6eb399d9,"Mul(Abs(ZScore(Mean(mark_trade_basis_bps,336))),Sign(ZScore(Mean(age_x_volatility,336))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,4,-1.0,3,True,0.9973938675269736,0.0177805370885728,True,2.387365696819944,2.5345989187969997,True,0.0170043528396206,0.0164043528396206,0.0154043528396206,95.82222222222222,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2133,-0.0202774739108541,-4.956712996069223,-2.5009883710835563,-2.6583026084551022,0.4519456165025785,2156,-0.0183122949305985,-4.472695668641582,-2.387365696819944,-2.5345989187969997,0.4512987012987013,2156,-0.0264232460661032,-7.73476846644025,-3.922026885454695,-4.24499359595023,0.4355287569573284,2156,-0.0174043528396206,-5.110833592971029,-2.60265632407186,-2.8636686664529902,0.4587198515769944,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_f3587e34559c7444,prod_600f808759189294,a7ls10_s001,rank_label_diagnostic_clue
a7ls9_102285fe6eb399d9,"Mul(Abs(ZScore(Mean(mark_trade_basis_bps,336))),Sign(ZScore(Mean(age_x_volatility,336))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,8,-1.0,3,True,0.9961626307424974,0.0257226266694203,True,1.954593306279859,2.1822831780261374,True,0.0250590905961723,0.0244590905961723,0.0234590905961723,95.64444444444445,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2129,-0.0246996122766731,-5.924624783529215,-2.042344111958869,-2.6871390052618462,0.4401127289807421,2152,-0.0229809371988159,-5.468564703870899,-1.954593306279859,-2.1822831780261374,0.4474907063197026,2152,-0.0329786084004543,-9.849251848074625,-3.495011388295288,-4.143897355974617,0.4070631970260223,2152,-0.0254590905961723,-7.5448344696044,-2.6481449403284425,-3.102493100656149,0.4377323420074349,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_f3587e34559c7444,prod_600f808759189294,a7ls10_s001,rank_label_diagnostic_clue
a7ls9_1750e5b200d36902,"Mul(Abs(ZScore(Mean(mark_index_basis_bps,12))),Sign(ZScore(Mean(age_x_volatility,12))))",basis_premium_like|age_x_volatility,basis_abs_gate,L7_ranked_future_return,1,-1.0,3,True,0.6703307061348094,0.0116008247130873,True,3.586466804156939,3.586466804156939,True,0.0123179989449848,0.0117179989449848,0.0107179989449848,95.95555555555556,A7LS10S001_RANK_LABEL_DIAGNOSTIC_CLUE,2148,-0.0172229819728946,-4.7201016459668175,-4.7201016459668175,-4.7201016459668175,0.4646182495344506,2159,-0.0133654019350522,-3.586466804156939,-3.586466804156939,-3.586466804156939,0.4793886058360352,2159,-0.0162475822568747,-4.773937640322332,-4.773937640322332,-4.773937640322332,0.4627142195460861,2159,-0.0127179989449848,-3.873830514927097,-3.873830514927097,-3.873830514927097,0.4599351551644279,G:\AlphaFactory_CryptoData\research_runtime\a7ls10_company_numeric\shard_001\a7ls10_s001_label_response_metrics.csv,s001,basis_context_interaction,A7LS9_F,a7ls8_c72b33b209156410,vol_liquidity_x_basis,S0_strong_tradeable_probe,237.6255535887337,skel_41cd869d874d56cf,prod_d16973da415ab5af,a7ls10_s001,rank_label_diagnostic_clue
