candidate_id,timestamp,net_return,gross_exposure,turnover,funding_drag
a7h_flow_rank_taker_imbalance_h6,2024-12-01 18:00:00+00:00,-0.03871182918808313,0.49037246552681707,0.49037246552681707,0.0
a7h_flow_rank_taker_imbalance_h6,2025-03-02 11:00:00+00:00,-0.03493242683078847,0.5,0.3333333333333333,7.249999999999973e-08
a7h_flow_rank_taker_imbalance_h6,2024-03-01 22:00:00+00:00,-0.027459859013244596,0.5,0.41666666666666674,-6.569166666666693e-06
a7h_flow_rank_taker_imbalance_h6,2025-10-10 16:00:00+00:00,-0.026281450913105842,0.5,0.16666666666666669,1.336416666666667e-05
a7h_flow_rank_taker_imbalance_h6,2024-11-21 01:00:00+00:00,-0.024220750179394655,0.5,0.25,0.0
a7h_flow_rank_taker_imbalance_h6,2025-10-10 17:00:00+00:00,-0.02391215636211506,0.5,0.33333333333333337,0.0
a7h_flow_rank_taker_imbalance_h6,2024-11-22 19:00:00+00:00,-0.02286787332013304,0.49811634611243455,0.41509695509369554,2.501374251394609e-06
a7h_flow_rank_taker_imbalance_h6,2024-11-09 18:00:00+00:00,-0.022518253617847754,0.5,0.4166666666666668,0.0
a7h_flow_rank_taker_imbalance_h6,2024-12-02 12:00:00+00:00,-0.021286706300167286,0.47616293498121004,0.3174419566541401,2.2475684136004752e-05
a7h_flow_rank_taker_imbalance_h6,2024-11-22 10:00:00+00:00,-0.019494158251993597,0.5,0.5000000000000001,0.0
a7h_flow_rank_taker_imbalance_h6,2024-03-01 23:00:00+00:00,-0.019475009118965412,0.5,0.25,1.9292499999999995e-05
a7h_flow_rank_taker_imbalance_h6,2024-04-12 15:00:00+00:00,-0.017846509940017168,0.5,0.4166666666666668,3.988916666666667e-05
a7h_flow_rank_taker_imbalance_h6,2024-03-01 20:00:00+00:00,-0.01758507856472543,0.5,0.33333333333333337,-2.6942499999999995e-05
a7h_flow_rank_taker_imbalance_h6,2024-11-16 23:00:00+00:00,-0.0175691165867774,0.5,0.5000000000000001,7.877499999999999e-06
a7h_flow_rank_taker_imbalance_h6,2024-03-05 14:00:00+00:00,-0.01732102625900642,0.5,0.4166666666666668,-7.780000000000001e-05
a7h_flow_rank_taker_imbalance_h6,2024-12-12 01:00:00+00:00,-0.017137490435182364,0.4947965248102005,0.49479652481020053,0.0
a7h_flow_rank_taker_imbalance_h6,2024-03-29 05:00:00+00:00,-0.016921730289062093,0.5,0.4166666666666668,-6.41175e-05
a7h_flow_rank_taker_imbalance_h6,2025-02-03 11:00:00+00:00,-0.01660495048985392,0.5,0.25000000000000006,4.145333333333334e-05
a7h_flow_rank_taker_imbalance_h6,2025-02-03 09:00:00+00:00,-0.01660356410435161,0.5,0.4166666666666668,0.0
a7h_flow_rank_taker_imbalance_h6,2024-04-13 15:00:00+00:00,-0.016123914100005944,0.5,0.33333333333333337,5.54575e-05
a7h_liquidity_size_h12,2024-03-01 23:00:00+00:00,-0.036510718852128816,0.490322473179603,0.0817204121966005,-0.00015916357801883094
a7h_liquidity_size_h12,2024-11-09 19:00:00+00:00,-0.03640959476382613,0.5,0.08333333333333334,0.0
a7h_liquidity_size_h12,2024-11-09 20:00:00+00:00,-0.03345882864901466,0.5,0.0,1.4730000000000006e-05
a7h_liquidity_size_h12,2024-03-01 15:00:00+00:00,-0.03173235554096306,0.5,0.08333333333333334,-5.304166666666668e-05
a7h_liquidity_size_h12,2024-11-09 17:00:00+00:00,-0.0316966177725297,0.5,0.08333333333333334,-2.9333333333333284e-07
a7h_liquidity_size_h12,2024-03-01 18:00:00+00:00,-0.031203368840739844,0.5,0.08333333333333334,-4.783416666666668e-05
a7h_liquidity_size_h12,2024-03-01 20:00:00+00:00,-0.029323224479247796,0.5,0.0,-5.110083333333334e-05
a7h_liquidity_size_h12,2024-11-22 13:00:00+00:00,-0.02888484703341832,0.4268057193655551,0.1422685731218517,-7.894483122531544e-06
a7h_liquidity_size_h12,2025-02-03 04:00:00+00:00,-0.0280282063899221,0.4561204945797805,0.07602008242996341,9.359288468447376e-05
a7h_liquidity_size_h12,2024-03-01 22:00:00+00:00,-0.028002677806598816,0.5,0.08333333333333334,-0.00018330083333333342
a7h_liquidity_size_h12,2024-03-01 19:00:00+00:00,-0.02794199933488441,0.5,0.08333333333333334,-5.110083333333334e-05
a7h_liquidity_size_h12,2025-03-02 09:00:00+00:00,-0.026446075943488342,0.5,0.08333333333333334,-2.3125000000000024e-06
a7h_liquidity_size_h12,2024-03-01 17:00:00+00:00,-0.025602700880883535,0.5,0.0,-2.3240000000000008e-05
a7h_liquidity_size_h12,2024-03-01 13:00:00+00:00,-0.025091855482503894,0.5,0.08333333333333334,-5.304166666666668e-05
a7h_liquidity_size_h12,2024-12-02 08:00:00+00:00,-0.02475206151986566,0.39479991663267144,0.06579998610544524,2.611864648469543e-05
a7h_liquidity_size_h12,2024-03-01 21:00:00+00:00,-0.024035957541271538,0.5,0.08333333333333334,-0.00011960083333333336
a7h_liquidity_size_h12,2024-03-01 16:00:00+00:00,-0.023281740853410254,0.5,0.08333333333333334,-2.3240000000000008e-05
a7h_liquidity_size_h12,2026-05-10 06:00:00+00:00,-0.022741659226824903,0.5,0.0,1.79825e-05
a7h_liquidity_size_h12,2024-11-22 18:00:00+00:00,-0.022272103344160594,0.39460668755915784,0.06576778125985965,-4.983224786059565e-06
a7h_liquidity_size_h12,2025-11-07 04:00:00+00:00,-0.02195653529905786,0.5,0.16666666666666669,4.315000000000001e-06
