candidate_id,entry_label,known_may2026_stress,recent_oos_2026JanApr,test_2025H2,validation_2025H1,premay_eval_min_spread,premay_eval_mean_spread,may_spread,may_vs_premay_mean_delta,may_sign_flip,premay_max_control_ratio,premay_hold_count,premay_warning_count,may_max_control_ratio,may_hold_count,may_gates,a7al2s_tier,warnings,control_ratio_premay_max,expression,fields,field_families,pattern_id,oi_window,price_window,source,parent_seed_id,a7al2t_failure_label,may_used_for_selection,eligible_for_expansion
a7al2q_33d51890b0068eb6,label_t1_to_t25,-0.0016738535402497,0.001859670420565,0.0015912844598556,0.0011879355381131,0.0011879355381131,0.0015462968061779002,-0.0016738535402497,-0.0032201503464276,True,1.6375358012984886,1,1,1.4120276438997812,1,HOLD_CONTROL_DOMINATED,hold_control_dominated__may_control_dominated,,1.6375358012984886,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,168,336,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_33d51890b0068eb6,label_t2_to_t26,-0.0016958348202983,0.0018505626947321,0.0015914664991459,0.0011878133389716,0.0011878133389716,0.0015432808442832,-0.0016958348202983,-0.0032391156645815,True,1.636670550461186,1,1,1.4052811597110324,1,HOLD_CONTROL_DOMINATED,hold_control_dominated__may_control_dominated,,1.6375358012984886,"Sub(Abs(ZScore(Mean(open_interest_value_mean,168))),Abs(ZScore(Mean(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,abs_level_gap,168,336,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_3abec814a5c6d0df,label_t1_to_t25,-0.0024063584414573,0.0022962966027864,0.001646858522491,0.0015646138420975,0.0015646138420975,0.0018359229891249669,-0.0024063584414573,-0.0042422814305822665,True,0.8201729427179055,0,1,1.5194960112890334,1,HOLD_CONTROL_DOMINATED,hold_timevarying_latent_fragile__may_control_dominated,control_close,0.8201729427179055,"Mul(Abs(ZScore(Mean(open_interest_value_mean,12))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,12,336,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_3abec814a5c6d0df,label_t2_to_t26,-0.0024879418665517,0.0023196703925245,0.0015967312924113,0.001511575646776,0.001511575646776,0.0018093257772372666,-0.0024879418665517,-0.004297267643788967,True,0.8385505712891709,0,2,1.4194456501344646,1,HOLD_CONTROL_DOMINATED,hold_timevarying_latent_fragile__may_control_dominated,control_close,0.8201729427179055,"Mul(Abs(ZScore(Mean(open_interest_value_mean,12))),Abs(ZScore(Delta(mark_close,336))))",mark_close|open_interest_value_mean,open_interest|price,oi_abs_x_price_abs_delta,12,336,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_5da100b2822dc1a6,label_t1_to_t25,-0.0017047660235598,0.001976159559404,0.0017570238373776,0.0013989795265435,0.0013989795265435,0.0017107209744416998,-0.0017047660235598,-0.0034154869980014997,True,0.7821360461711647,0,0,2.04793252723278,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.7821360461711647,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(mark_close,504))))",mark_close|open_interest_value_last,open_interest|price,abs_level_gap,24,504,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_5da100b2822dc1a6,label_t2_to_t26,-0.0016981532243718,0.0019619695942231,0.0017329083409235,0.0013837933836951,0.0013837933836951,0.0016928904396138998,-0.0016981532243718,-0.0033910436639856996,True,0.7853259914363523,0,0,2.044561577310159,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.7821360461711647,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(mark_close,504))))",mark_close|open_interest_value_last,open_interest|price,abs_level_gap,24,504,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_6671d1fac5e57efe,label_t1_to_t25,-0.001688067719231,0.0018786088374806,0.0015937952093695,0.0012287183664675,0.0012287183664675,0.0015670408044392,-0.001688067719231,-0.0032551085236701997,True,0.8901761602600439,0,2,1.1301620202730456,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8901761602600439,"Sub(Abs(ZScore(Mean(open_interest_value_last,168))),Abs(ZScore(Mean(index_close,336))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,168,336,seed_exact,a7al2k_0a247ec03472983b,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_6671d1fac5e57efe,label_t2_to_t26,-0.0017066665677292,0.0018671609232557,0.0015948921309194,0.0012284111412754,0.0012284111412754,0.0015634880651501665,-0.0017066665677292,-0.0032701546328793665,True,0.8970484750088814,0,2,1.1283972871912913,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8901761602600439,"Sub(Abs(ZScore(Mean(open_interest_value_last,168))),Abs(ZScore(Mean(index_close,336))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,168,336,seed_exact,a7al2k_0a247ec03472983b,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_69d146749c30da3c,label_t1_to_t25,-0.0017258328916407,0.0020830231620469,0.0019777633389113,0.0014483020664111,0.0014483020664111,0.0018363628557897665,-0.0017258328916407,-0.0035621957474304662,True,0.6386744001375635,0,0,2.047495730206119,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.6386744001375635,"Sub(Abs(ZScore(Mean(open_interest_value_mean,8))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,8,12,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_69d146749c30da3c,label_t2_to_t26,-0.0018072072312029,0.0020654789475282,0.0019630155644021,0.0014322126908991,0.0014322126908991,0.0018202357342764666,-0.0018072072312029,-0.0036274429654793664,True,0.6471356377853694,0,0,1.957226434143677,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.6386744001375635,"Sub(Abs(ZScore(Mean(open_interest_value_mean,8))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,8,12,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_a4993fe3273bf0c8,label_t1_to_t25,-0.0017931331287294,0.002068724876724,0.0018982091223514,0.0014838135079077,0.0014838135079077,0.0018169158356610333,-0.0017931331287294,-0.003610048964390433,True,0.9553990254446422,0,1,1.6344406631131283,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.9553990254446422,"Sub(Abs(ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Mean(trade_close,72))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,12,72,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_a4993fe3273bf0c8,label_t2_to_t26,-0.0018559170194277,0.0020450433782136,0.0018837363997954,0.0014717424245494,0.0014717424245494,0.0018001740675194667,-0.0018559170194277,-0.0036560910869471667,True,0.9600516996520438,0,1,1.5407437960176151,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.9553990254446422,"Sub(Abs(ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Mean(trade_close,72))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,12,72,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_ca72f5849cff347a,label_t1_to_t25,-0.001763459384046,0.001646393639741,0.0013749162675053,0.0013379007859922,0.0013379007859922,0.0014530702310795,-0.001763459384046,-0.0032165296151255,True,0.9186554799806426,0,1,1.7232630688680328,1,HOLD_CONTROL_DOMINATED,hold_timevarying_latent_fragile__may_control_dominated,control_close,0.9186554799806426,"Mul(Abs(ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Delta(mark_close,72))))",mark_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,12,72,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_ca72f5849cff347a,label_t2_to_t26,-0.0018735643049417,0.0016517787105126,0.0013265895928648,0.0013638207619226,0.0013265895928648,0.0014473963550999999,-0.0018735643049417,-0.0033209606600416997,True,1.0002193179052945,1,0,1.6338288988668233,1,HOLD_CONTROL_DOMINATED,hold_timevarying_latent_fragile__may_control_dominated,control_close,0.9186554799806426,"Mul(Abs(ZScore(Mean(open_interest_value_last,12))),Abs(ZScore(Delta(mark_close,72))))",mark_close|open_interest_value_last,open_interest|price,oi_abs_x_price_abs_delta,12,72,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_d6f7ebc0dbbdda7a,label_t1_to_t25,-0.001655726431518,0.0018512648124978,0.0019143487970358,0.0012726986952293,0.0012726986952293,0.0016794374349209668,-0.001655726431518,-0.003335163866438967,True,0.8138625769990896,0,1,1.957775469362662,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8138625769990896,"Sub(Abs(ZScore(Mean(open_interest_value_last,48))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,48,12,seed_exact,a7al2k_046e806368e99c76,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_d6f7ebc0dbbdda7a,label_t2_to_t26,-0.001667950704125,0.0018433193096095,0.0019200075972488,0.0012569551258843,0.0012569551258843,0.0016734273442475334,-0.001667950704125,-0.0033413780483725333,True,0.829293498674171,0,1,1.9656091495260264,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8138625769990896,"Sub(Abs(ZScore(Mean(open_interest_value_last,48))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,48,12,seed_exact,a7al2k_046e806368e99c76,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_f00f22bbcc48dc2c,label_t1_to_t25,-0.0015384451319815,0.0018294661333293,0.0018574017309632,0.0012416904062501,0.0012416904062501,0.0016428527568475334,-0.0015384451319815,-0.0031812978888290334,True,0.7371290356519459,0,0,2.7761562178053643,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.7371290356519459,"Sub(Abs(ZScore(Mean(open_interest_value_mean,48))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,48,96,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_f00f22bbcc48dc2c,label_t2_to_t26,-0.0015547433524247,0.0018125144647069,0.0018564447642289,0.0012180357428318,0.0012180357428318,0.0016289983239225333,-0.0015547433524247,-0.0031837416763472333,True,0.7625024999687683,0,0,2.749644794485274,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.7371290356519459,"Sub(Abs(ZScore(Mean(open_interest_value_mean,48))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,48,96,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
