seed_id,semantic_pair,operator,operator_origin,expression,materialization_status,rows,non_null_rows,finite_rows,nan_rows,inf_rows,active_rows,non_null_ratio,active_ratio,std,stale_signal,sign_flip_signal,time_shuffle_signal,symbol_shuffle_signal,stale_signal_corr,sign_flip_signal_corr,time_shuffle_signal_corr,symbol_shuffle_signal_corr,abs_stale_corr,abs_time_shuffle_corr,abs_symbol_shuffle_corr,active_ratio_num,stale_risk_tier
a7ffcore48se_0000,basis_premium_like,AbsDelta,repaired_native_proxy,"Abs(Delta(index_close,4))",pass,6949596,6937156,6937156,12440,0,6935738,0.99821,0.998006,45.4731976729,6937156,6937156,6925702,6916136,0.8229218359488898,-1.0,0.5192020638426552,-0.0013044777205766,0.8229218359488898,0.5192020638426552,0.0013044777205766,0.998006,high
a7ffcore48se_0001,basis_premium_like,CSRank,native,CSRank(mark_trade_basis_bps),pass,6949596,6946888,6946888,2708,0,6946888,0.99961,0.99961,0.282981677,6946888,6946888,6935434,6925864,0.1085897836451037,-0.9999999999999998,0.074152755693184,0.0022925467350224,0.1085897836451037,0.074152755693184,0.0022925467350224,0.99961,low
a7ffcore48se_1610,basis_premium_like,CSRank,native,CSRank(premium_close),pass,6949596,6944191,6944191,5405,0,6944191,0.999222,0.999222,0.2777477861,6944191,6944191,6932737,6923167,0.4122307034421546,-1.0,0.3189189819433004,0.001234018157177,0.4122307034421546,0.3189189819433004,0.001234018157177,0.999222,medium
a7ffcore48se_0545,basis_premium_like,Delta,native,"Delta(mark_trade_basis_bps,24)",pass,6949596,6934862,6934862,14734,0,6183951,0.99788,0.889829,109.0435988543,6934862,6934862,6923408,6913862,0.949675851865578,-1.0,-0.104731282858767,0.0003896597796495,0.949675851865578,0.104731282858767,0.0003896597796495,0.889829,high
a7ffcore48se_1354,basis_premium_like,Delta,native,"Delta(mark_index_basis_bps,4)",pass,6949596,6934936,6934936,14660,0,6924957,0.997891,0.996455,21.2174326456,6934936,6934936,6923482,6913916,0.3759895696235167,-0.9999999999999998,-0.0079936832502734,0.0228306076819376,0.3759895696235167,0.0079936832502734,0.0228306076819376,0.996455,medium
a7ffcore48se_1355,basis_premium_like,Identity,native,ZScore(mark_trade_basis_bps),pass,6949596,6946888,6946888,2708,0,6946888,0.99961,0.99961,0.9984857297,6946888,6946888,6935434,6925864,0.2502966657829943,-1.0,0.2084663910563497,0.0007386384543295,0.2502966657829943,0.2084663910563497,0.0007386384543295,0.99961,medium
a7ffcore48se_0547,basis_premium_like,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(index_close,24))",pass,6949596,6927136,6927136,22460,0,6927136,0.996768,0.996768,0.288674185,6927136,6927136,6915682,6906136,0.8710338067741554,-1.0,-0.0345657651213187,0.0167776882858374,0.8710338067741554,0.0345657651213187,0.0167776882858374,0.996768,high
a7ffcore48se_1356,basis_premium_like,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(mark_close,4))",pass,6949596,6944882,6944882,4714,0,6944882,0.999322,0.999322,0.288674145,6944882,6944882,6933428,6923862,0.5855764323240709,-1.0,-0.0139489918108482,0.0156201214731766,0.5855764323240709,0.0139489918108482,0.0156201214731766,0.999322,medium
a7ffcore48se_1357,basis_premium_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(mark_close,4)),ZScore(Mean(mark_close,16)))",pass,6949596,6939343,6939343,10253,0,6939343,0.998525,0.998525,0.0012829308,6939343,6939343,6927889,6918334,0.9510001036567642,-1.0,0.1051868736919583,0.0042281577987874,0.9510001036567642,0.1051868736919583,0.0042281577987874,0.998525,high
a7ffcore48se_0549,basis_premium_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(index_close,24)),-3,3)",pass,6949596,6927136,6927136,22460,0,6927136,0.996768,0.996768,0.2380035408,6927136,6927136,6915682,6906136,0.8268847999135948,-1.0,-0.0357195820155805,0.0297588224473095,0.8268847999135948,0.0357195820155805,0.0297588224473095,0.996768,high
a7ffcore48se_1358,basis_premium_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(mark_close,4)),-3,3)",pass,6949596,6944882,6944882,4714,0,6944882,0.999322,0.999322,0.2408062456,6944882,6944882,6933428,6923862,0.522549686924638,-1.0,-0.0013066361197962,0.0289115774730731,0.522549686924638,0.0013066361197962,0.0289115774730731,0.999322,medium
a7ffcore48se_0007,basis_premium_like|basis_premium_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(mark_index_basis_bps,4)))",pass,6949596,6934936,6934936,14660,0,6923764,0.997891,0.996283,45.5273056972,6934936,6934936,6923482,6913916,0.1989200932900436,-1.0,0.0327001720263567,7.796061975144249e-05,0.1989200932900436,0.0327001720263567,7.796061975144249e-05,0.996283,low
a7ffcore48se_0550,basis_premium_like|basis_premium_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,24)),Sign(Delta(mark_index_basis_bps,24)))",pass,6949596,6924856,6924856,24740,0,6913062,0.99644,0.994743,108.7885062872,6924856,6924856,6913402,6903856,0.2917353379191389,-1.0,-0.1753041771818282,4.614415361861789e-05,0.2917353379191389,0.1753041771818282,4.614415361861789e-05,0.994743,medium
a7ffcore48se_0822,basis_premium_like|basis_premium_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(premium_close_bps,72)))",pass,6949596,6905622,6905622,43974,0,5546303,0.993672,0.798076,0.5186671137,6905622,6905622,6894168,6884670,0.1436682098348594,-1.0,0.0486090306309048,0.0945862176508924,0.1436682098348594,0.0486090306309048,0.0945862176508924,0.798076,low
a7ffcore48se_0552,basis_premium_like|basis_premium_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,24),ZScore(Delta(premium_close_bps,24)))",pass,6949596,6929742,6929742,19854,0,6179790,0.997143,0.88923,1355.7982178824,6929742,6929742,6918288,6908742,0.8404289816007067,-0.9999999999999998,-0.0017438907433421,-1.948393390656624e-06,0.8404289816007067,0.0017438907433421,1.948393390656624e-06,0.88923,high
a7ffcore48se_0009,basis_premium_like|basis_premium_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(premium_close_bps,4)))",pass,6949596,6939942,6939942,9654,0,6173649,0.998611,0.888346,703.0999409836,6939942,6939942,6928488,6918922,0.7485513095194172,-1.0,0.0002607487952828,2.386218080920373e-06,0.7485513095194172,0.0002607487952828,2.386218080920373e-06,0.888346,medium
a7ffcore48se_0010,basis_premium_like|basis_premium_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(mark_index_basis_bps,4)))",pass,6949596,6934936,6934936,14660,0,6924957,0.997891,0.996455,0.9987336272,6934936,6934936,6923482,6913916,0.1521948774753487,-1.0,0.0341149012764056,-0.0001606226570456,0.1521948774753487,0.0341149012764056,0.0001606226570456,0.996455,low
a7ffcore48se_0824,basis_premium_like|basis_premium_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(mark_index_basis_bps,72)))",pass,6949596,6900664,6900664,48932,0,6889953,0.992959,0.991418,1.0003396925,6900664,6900664,6889210,6879712,0.2813759810480225,-0.9999999999999998,0.0658747126774036,-0.0001378444165087,0.2813759810480225,0.0658747126774036,0.0001378444165087,0.991418,medium
a7ffcore48se_0011,basis_premium_like|basis_premium_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(mark_index_basis_bps,4)))",pass,6949596,6934936,6934936,14660,0,6924957,0.997891,0.996455,0.578195331,6934936,6934936,6923482,6913916,0.0689589098229545,-1.0,0.003758492341008,0.0638138804622867,0.0689589098229545,0.003758492341008,0.0638138804622867,0.996455,low
a7ffcore48se_1094,basis_premium_like|basis_premium_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,168)),Sign(Delta(mark_index_basis_bps,168)))",pass,6949596,6852342,6852342,97254,0,6842341,0.986006,0.984567,0.5782020754,6852342,6852342,6840888,6831486,0.2570363792720546,-0.9999999999999998,0.1214859314025244,0.1010731135299964,0.2570363792720546,0.1214859314025244,0.1010731135299964,0.984567,medium
a7ffcore48se_0012,basis_premium_like|basis_premium_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(mark_index_basis_bps,16)))",pass,6949596,6929364,6929364,20232,0,6929364,0.997089,0.997089,1.4095782568,6929364,6929364,6917910,6908355,0.9969931256332676,-1.0,0.8458865108549187,-0.0120274506416246,0.9969931256332676,0.8458865108549187,0.0120274506416246,0.997089,high
a7ffcore48se_0013,basis_premium_like|basis_premium_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(mark_index_basis_bps,4)))",pass,6949596,6934936,6934936,14660,0,6924957,0.997891,0.996455,0.2408189564,6934936,6934936,6923482,6913916,0.0810729904379878,-1.0,0.0086240725124937,0.0024953869836156,0.0810729904379878,0.0086240725124937,0.0024953869836156,0.996455,low
a7ffcore48se_0827,basis_premium_like|basis_premium_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,72)),-3,3),Sign(Delta(mark_index_basis_bps,72)))",pass,6949596,6900664,6900664,48932,0,6889953,0.992959,0.991418,0.2342870465,6900664,6900664,6889210,6879712,0.2601973588089463,-1.0,0.0581409083692075,0.0038602298368351,0.2601973588089463,0.0581409083692075,0.0038602298368351,0.991418,medium
a7ffcore48se_1099,basis_premium_like|funding_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,168),ZScore(Delta(source_market_funding,168)))",pass,6949596,158566,158566,6791030,0,146423,0.022817,0.021069,0.484172481,158566,158566,158566,157890,0.03864671696445,-1.0,0.0046674043796521,0.1433100882027288,0.03864671696445,0.0046674043796521,0.1433100882027288,0.021069,low
a7ffcore48se_1775,basis_premium_like|funding_like,Delta,native,"Mul(Delta(mark_index_basis_bps,24),ZScore(Delta(source_market_funding,24)))",pass,6949596,23911,23911,6925685,0,23901,0.003441,0.003439,0.7339336294,23911,23911,23911,23811,0.4249871024410169,-1.0,0.1903343650532074,0.0733578190290584,0.4249871024410169,0.1903343650532074,0.0733578190290584,0.003439,medium
a7ffcore48se_0566,basis_premium_like|generic_numeric,Delta,native,"Mul(Delta(mark_trade_basis_bps,24),ZScore(Delta(source_metrics,24)))",pass,6949596,92244,92244,6857352,0,83126,0.013273,0.011961,15534.0742480269,92244,92244,92244,91958,0.99950094361888,-1.0,0.4107467335302479,-0.0001609040010117,0.99950094361888,0.4107467335302479,0.0001609040010117,0.011961,high
a7ffcore48se_0028,basis_premium_like|liquidity_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937156,6937156,12440,0,6932123,0.99821,0.997486,45.5182922284,6937156,6937156,6925702,6916136,0.3640796690812978,-1.0,0.1241217380289163,0.0003265356068842,0.3640796690812978,0.1241217380289163,0.0003265356068842,0.997486,medium
a7ffcore48se_0029,basis_premium_like|liquidity_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6944896,6944896,4700,0,6940660,0.999324,0.998714,0.5754660535,6944896,6944896,6933442,6923876,0.2209372975265219,-1.0,0.0851638213282506,0.2070389503624436,0.2209372975265219,0.0851638213282506,0.2070389503624436,0.998714,low
a7ffcore48se_0301,basis_premium_like|liquidity_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(taker_buy_quote_volume,8)))",pass,6949596,6942904,6942904,6692,0,6938704,0.999037,0.998433,0.5755617644,6942904,6942904,6931450,6921888,0.2762105676962971,-0.9999999999999998,0.0918083560512397,0.2075504859111611,0.2762105676962971,0.0918083560512397,0.2075504859111611,0.998433,medium
a7ffcore48se_1781,basis_premium_like|liquidity_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,24),ZScore(Delta(trade_count,24)))",pass,6949596,6934862,6934862,14734,0,6183951,0.99788,0.889829,956.6073537358,6934862,6934862,6923408,6913862,0.8128229696392053,-1.0,-0.0023801134325355,-6.38325490100262e-07,0.8128229696392053,0.0023801134325355,6.38325490100262e-07,0.889829,high
a7ffcore48se_0030,basis_premium_like|liquidity_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,4),ZScore(Delta(taker_buy_quote_volume,4)))",pass,6949596,6944882,6944882,4714,0,6177599,0.999322,0.888915,237.5735316444,6944882,6944882,6933428,6923862,0.1439820828206674,-1.0,0.0003071328549945,3.8087435081124097e-06,0.1439820828206674,0.0003071328549945,3.8087435081124097e-06,0.888915,low
a7ffcore48se_0573,basis_premium_like|liquidity_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,24),ZScore(Delta(taker_buy_quote_volume,24)))",pass,6949596,6934862,6934862,14734,0,6183951,0.99788,0.889829,367.3932494863,6934862,6934862,6923408,6913862,0.4161723784875886,-1.0,0.0002624454387675,4.493965409986194e-07,0.4161723784875886,0.0002624454387675,4.493965409986194e-07,0.889829,medium
a7ffcore48se_0031,basis_premium_like|liquidity_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937250,6937250,12346,0,6933538,0.998223,0.997689,0.9985696565,6937250,6937250,6925796,6916230,0.3418225279567329,-1.0,0.1934676176796949,-0.0013084490239697,0.3418225279567329,0.1934676176796949,0.0013084490239697,0.997689,medium
a7ffcore48se_0032,basis_premium_like|liquidity_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(index_close,4)),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937156,6937156,12440,0,6933444,0.99821,0.997676,0.5783861824,6937156,6937156,6925702,6916136,0.264142560187424,-1.0,0.0814050090260386,0.2016434980493683,0.264142560187424,0.0814050090260386,0.2016434980493683,0.997676,medium
a7ffcore48se_1385,basis_premium_like|liquidity_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,4)),ZScore(Mean(trade_count,16)))",pass,6949596,6931917,6931917,17679,0,6931917,0.997456,0.997456,1.2338993689,6931917,6931917,6920463,6910908,0.998874175967338,-1.0,0.8895766050522562,0.0138123496926636,0.998874175967338,0.8895766050522562,0.0138123496926636,0.997456,high
a7ffcore48se_0034,basis_premium_like|liquidity_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,4)),-3,3),Sign(Delta(taker_buy_quote_volume,4)))",pass,6949596,6937156,6937156,12440,0,6933444,0.99821,0.997676,0.2407616251,6937156,6937156,6925702,6916136,0.1793942946251481,-1.0,0.0044726588582062,0.0067543525642693,0.1793942946251481,0.0044726588582062,0.0067543525642693,0.997676,low
a7ffcore48se_0306,basis_premium_like|liquidity_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(index_close,8)),-3,3),Sign(Delta(taker_buy_quote_volume,8)))",pass,6949596,6935152,6935152,14444,0,6931472,0.997922,0.997392,0.239693375,6935152,6935152,6923698,6914136,0.2795732030091221,-1.0,0.0030263167429612,0.0065464276963671,0.2795732030091221,0.0030263167429612,0.0065464276963671,0.997392,medium
a7ffcore48se_0578,basis_premium_like|positioning_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,24)),Sign(Delta(open_interest_last,24)))",pass,6949596,6919466,6919466,30130,0,6919055,0.995664,0.995605,108.8222892733,6919466,6919466,6908012,6898486,0.8351671124634524,-1.0,-0.0553644770345046,2.373615170317588e-05,0.8351671124634524,0.0553644770345046,2.373615170317588e-05,0.995605,high
a7ffcore48se_1387,basis_premium_like|positioning_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,4)),Sign(Delta(open_interest_mean,4)))",pass,6949596,6930678,6930678,18918,0,6929356,0.997278,0.997088,45.53973307,6930678,6930678,6919224,6909672,0.5965550708572698,-1.0,0.0391610283009423,7.00188039916064e-05,0.5965550708572698,0.0391610283009423,7.00188039916064e-05,0.997088,medium
a7ffcore48se_1388,basis_premium_like|positioning_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(open_interest_mean,4)))",pass,6949596,6937886,6937886,11710,0,6937885,0.998315,0.998315,0.5745508031,6937886,6937886,6926432,6916880,0.5124845366661075,-0.9999999999999998,0.0166940191677484,0.0203599420616677,0.5124845366661075,0.0166940191677484,0.0203599420616677,0.998315,medium
