decision,label_family,count
A7FF12S03_NUMERIC_CLUE,L0_raw_forward_return,12
A7FF12S03_NUMERIC_CLUE,L1_cross_sectional_relative_return,12
A7FF12S03_NUMERIC_CLUE,L3_liquidity_tier_relative_return,14
A7FF12S03_NUMERIC_CLUE,L5_vol_adjusted_return,21
A7FF12S03_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,15
HOLD_A7FF12S03_CONTROL_DOMINATED,L0_raw_forward_return,94
HOLD_A7FF12S03_CONTROL_DOMINATED,L1_cross_sectional_relative_return,92
HOLD_A7FF12S03_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,81
HOLD_A7FF12S03_CONTROL_DOMINATED,L5_vol_adjusted_return,90
HOLD_A7FF12S03_CONTROL_DOMINATED,L7_ranked_future_return,103
HOLD_A7FF12S03_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF12S03_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,2
HOLD_A7FF12S03_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,1
HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,17
HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,18
HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,21
HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,30
HOLD_A7FF12S03_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,43
HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L0_raw_forward_return,236
HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,236
HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,243
HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,219
HOLD_A7FF12S03_PRE_MAY_UNSTABLE,L7_ranked_future_return,199
