candidate_id,arm,family,object_type,signal_mode,expression,expr_hash,horizon,series,split,n,mean_hour,annualized_mean,std_hour,sharpe_proxy,sortino_proxy,hit_rate,additive_total,additive_max_dd,compounded_total,compounded_max_dd,min_hour,q01,q05,median,q95,mean_turnover,mean_gross_exposure
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,raw_10bp,train_2024,8736,-0.00023864895342506106,-2.090564832003535,0.0032134774633420233,-6.950824588338969,-9.317094129371698,0.455242673992674,-2.0848372571213334,-2.1900582129612536,-0.8811909776761533,-0.8929452283303511,-0.02925971647620902,-0.009706026278980763,-0.005180458063538895,-0.000168723270807214,0.0047180570448729425,0.23384484417605378,0.49253710759553654
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,raw_10bp,validation_2025H1,4296,-0.00014221527874084882,-1.2458058417698357,0.0028395121698991253,-4.687643498113477,-6.811477168089486,0.4718342644320298,-0.6109568374706865,-0.6854769156704286,-0.4665017168947281,-0.5032610759916156,-0.02121242629765446,-0.007345590475508932,-0.004417712009892893,-0.00015223975929094794,0.004029093004309141,0.2634427374301676,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,raw_10bp,recent_oos_2025H2_2026Apr,7248,-0.0002105513224799548,-1.8444295849244041,0.0019782467711785532,-9.961610599486134,-14.625088640104895,0.434878587196468,-1.5260759853347123,-1.5287315053835044,-0.7857085266388941,-0.7862729581190275,-0.011779548137359168,-0.005636614608876851,-0.00332331977438681,-0.00023819956719021014,0.002970915626369347,0.23360467255334805,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,raw_10bp,fresh_forward_2026May,392,-0.0003670398543179535,-3.215269123825273,0.001949192397388137,-17.624246894746552,-25.357919581471645,0.37244897959183676,-0.14387962289263778,-0.14799938008328517,-0.13467326710678218,-0.13821600909676168,-0.008075125043361709,-0.006054995322320385,-0.003256349766286941,-0.0003367680233142394,0.0023249725896737966,0.25361394557823136,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,raw_20bp,train_2024,8736,-0.00047249379760111487,-4.1390456669857665,0.0032167725734032924,-13.747629132879633,-18.461879807039352,0.41403388278388276,-4.127705815843339,-4.200260105016598,-0.98460862088312,-0.9856710277904315,-0.0295925030813293,-0.009995984999510816,-0.005430549739017991,-0.00041272778227992725,0.0045065639744087905,0.23384484417605378,0.49253710759553654
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,raw_20bp,validation_2025H1,4296,-0.0004056580161710165,-3.5535642216581045,0.0028462864575493603,-13.339314410323563,-19.29516135955647,0.4236499068901304,-1.7427068374706869,-1.7600517656408392,-0.8280328046213172,-0.8309816357401718,-0.02154575963098779,-0.007590110023729254,-0.004698886083674979,-0.00041214040256075727,0.0037837859459272276,0.2634427374301676,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,raw_20bp,recent_oos_2025H2_2026Apr,7248,-0.0004441559950333029,-3.8908065164917334,0.001984589993696269,-20.946756499684298,-30.531674917629616,0.37362030905077265,-3.2192426520013795,-3.2181483371783575,-0.9606097491671619,-0.9605665570277134,-0.012196214804025836,-0.00584589521187545,-0.0035622207909858376,-0.00047996691829550574,0.002756493217686506,0.23360467255334805,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,raw_20bp,fresh_forward_2026May,392,-0.000620653799896185,-5.4369272870905805,0.0019500006268535826,-29.78974054834951,-42.72345882776122,0.29336734693877553,-0.2432962895593045,-0.24590546474731487,-0.21660240223991967,-0.2186398869785836,-0.008408458376695042,-0.006236661988987051,-0.0035483200522047438,-0.0006192401889512889,0.002112835700669274,0.25361394557823136,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,residual_vs_funding_10bp,train_2024,8736,-3.177149223400746e-20,-2.783182719699053e-16,0.0031734299481441467,-9.370456529689907e-16,-1.2618841500241874e-15,0.509271978021978,-2.7755575615628914e-16,-0.31902463590773666,-0.04304901693864516,-0.28601175091641706,-0.02562509325958396,-0.009112260599589368,-0.0048725093445175765,6.117883024800224e-05,0.004830123583999046,0.23384484417605378,0.49253710759553654
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,residual_vs_funding_10bp,validation_2025H1,4296,7.858392803635068e-05,0.6883952095984319,0.0028246994116240555,2.603835519061676,3.8855062506294398,0.5109404096834265,0.3375965548441625,-0.3105990692514323,0.37779677036813886,-0.26903565768369286,-0.021305603146903523,-0.007171630411345388,-0.00412070477576483,5.2678918037201e-05,0.004226654248422163,0.2634427374301676,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,residual_vs_funding_10bp,recent_oos_2025H2_2026Apr,7248,2.925361565898988e-05,0.25626167317275134,0.0019801607000944897,1.382710202711875,2.0140073216491423,0.5012417218543046,0.21203020629635866,-0.3600817304852509,0.2187468039229239,-0.30648603233436644,-0.015499653637290466,-0.0055114290472716015,-0.0030857742618524324,3.2412859235279417e-06,0.0032006488361251344,0.23360467255334805,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,residual_vs_funding_10bp,fresh_forward_2026May,392,-6.861822272057192e-05,-0.6010956310322101,0.0019148465114007937,-3.3539574636639875,-4.46020698373164,0.45918367346938777,-0.026898343306464192,-0.062043066533269846,-0.02723791626122518,-0.060235323440572475,-0.009084263606716334,-0.005347533198290186,-0.0027920006028734714,-7.567467875371943e-05,0.002665595991719017,0.25361394557823136,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,residual_vs_core4_10bp,train_2024,8736,4.0032080214849397e-19,3.506810226820807e-15,0.0030853280820822885,1.2143918928835565e-14,1.5936364296407263e-14,0.5091575091575091,3.497202527569243e-15,-0.3282748005099667,-0.04075558757801845,-0.29309962930010514,-0.02627220294194452,-0.009058750746582309,-0.004656099943590963,5.112616198002737e-05,0.004668200039773436,0.23384484417605378,0.49253710759553654
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,residual_vs_core4_10bp,validation_2025H1,4296,7.177702264278926e-05,0.6287667183508339,0.0027986396847565547,2.4004380623116246,3.5626541277806703,0.5104748603351955,0.30835408927342267,-0.26564805176307843,0.3385139392174814,-0.23544952310021394,-0.022679658189512616,-0.006793617291925298,-0.004068476866332758,5.739108708173907e-05,0.004167638654931879,0.2634427374301676,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,residual_vs_core4_10bp,recent_oos_2025H2_2026Apr,7248,1.8429627266841936e-05,0.16144353485753535,0.001979449690717097,0.8714132047747365,1.2443287365009268,0.4969646799116998,0.13357793843007035,-0.4236870324412793,0.12679755473305732,-0.349194435597024,-0.018385246013358555,-0.0053939932157783975,-0.003081437475728338,-1.3359993316424761e-05,0.003159082436227374,0.23360467255334805,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,residual_vs_core4_10bp,fresh_forward_2026May,392,-3.381015906344957e-05,-0.2961769933958182,0.001990907935959915,-1.5894544599482034,-1.9782094811058986,0.4872448979591837,-0.013253582352872231,-0.07340454856366713,-0.013931083590087212,-0.07119484209217186,-0.009974768421135406,-0.005535075709769419,-0.0027175465601435482,-2.9138542067386777e-05,0.0027963642599862287,0.25361394557823136,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,execution_lag_1bar_raw_10bp,train_2024,8736,-0.00029010036785772405,-2.541279222433663,0.0031991015221451485,-8.48735387376068,-11.355629095593484,0.4479166666666667,-2.534316813605077,-2.5980172549280174,-0.9241832578277936,-0.9287982721358897,-0.027296808947089295,-0.009853520115411733,-0.005294718266664228,-0.00023452222076484562,0.004668788918799904,0.2341807092792903,0.49318953242600433
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,execution_lag_1bar_raw_10bp,validation_2025H1,4296,-0.0001006374750284615,-0.8815842812493228,0.0028635319386149556,-3.289347477460193,-4.782826974300626,0.4750931098696462,-0.4323385927222706,-0.4805136140275477,-0.3623381247062416,-0.39088619733877594,-0.02328552898910591,-0.007501612409025526,-0.004254533288306911,-0.00011145184464289832,0.003980434677347428,0.26342333954065805,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,execution_lag_1bar_raw_10bp,recent_oos_2025H2_2026Apr,7248,-0.00020032344499544487,-1.754833378160097,0.001960159790194851,-9.565162604344762,-14.343199558093321,0.44370860927152317,-1.4519443293269845,-1.4555690616253765,-0.7691555810032636,-0.7699870004270932,-0.011613928184379816,-0.005364356146592625,-0.003298055001566102,-0.00020717840091015276,0.002892095680093733,0.2335816777041943,0.5
i0_basis_premium_000,I0_basis_premium,basis_premium,generated_candidate,original,mark_index_ratio,e6e7e0db33d1f8c3,6,execution_lag_1bar_raw_10bp,fresh_forward_2026May,392,-0.0003798821550843693,-3.327767678539075,0.002160161063423948,-16.459430803995172,-23.140013142704763,0.39540816326530615,-0.14891380479307276,-0.1525353406814502,-0.13916578826838788,-0.142260345912405,-0.013136763240695648,-0.005861708449536844,-0.00328170582627423,-0.0003165445467672856,0.0022196488183911134,0.25403911564625853,0.5
i0_basis_premium_001,I0_basis_premium,basis_premium,generated_candidate,original,Rank(mark_index_ratio),b72c51499f9ce480,12,raw_10bp,train_2024,8736,-0.00019653751517362806,-1.7216686329209818,0.00412035496696426,-4.464397765588476,-6.284182937991962,0.4735576923076923,-1.7169517325568147,-1.9979908728449371,-0.8332567139206175,-0.8733492272297361,-0.030737173097327736,-0.011603660327441744,-0.006806612801315105,-0.00011299653623609187,0.006149198111370705,0.21980785650723964,0.46331953532470516
i0_basis_premium_001,I0_basis_premium,basis_premium,generated_candidate,original,Rank(mark_index_ratio),b72c51499f9ce480,12,raw_10bp,validation_2025H1,4296,3.8317713220687895e-06,0.033566316781322596,0.0038971030368837307,0.09202583090662708,0.13528337171463514,0.5020949720670391,0.01646128959960752,-0.5902147974908412,-0.01598731824958599,-0.45401514582796065,-0.028106822516845056,-0.009596936734837913,-0.00599120022255218,1.931065242862738e-05,0.005916459182687352,0.25795321426938406,0.49014029388694114
i0_basis_premium_001,I0_basis_premium,basis_premium,generated_candidate,original,Rank(mark_index_ratio),b72c51499f9ce480,12,raw_10bp,recent_oos_2025H2_2026Apr,7248,-0.0001775390788077297,-1.5552423303557121,0.0027614842042256917,-6.017324766594387,-8.826117873304813,0.46536975717439294,-1.2868032431984249,-1.3607475763234957,-0.7314051378344559,-0.7502743070430454,-0.01568848357253107,-0.007661996579568556,-0.004617709614445874,-0.0001782583194944192,0.004174469106483482,0.23360467255334805,0.5
i0_basis_premium_001,I0_basis_premium,basis_premium,generated_candidate,original,Rank(mark_index_ratio),b72c51499f9ce480,12,raw_10bp,fresh_forward_2026May,392,-0.00047901164462415874,-4.196142006907631,0.0030945254169549375,-14.487854310037754,-21.475696639529097,0.39285714285714285,-0.18777256469267023,-0.19645721404597735,-0.17278185929161294,-0.1799140531262391,-0.016968793671404477,-0.008538418011506496,-0.0045706459834775415,-0.000404936829653523,0.0030117311010658984,0.25361394557823136,0.5
i0_basis_premium_001,I0_basis_premium,basis_premium,generated_candidate,original,Rank(mark_index_ratio),b72c51499f9ce480,12,raw_20bp,train_2024,8736,-0.0004163453716808677,-3.6471854559244012,0.004122736973739314,-9.451922806276565,-13.290047527573082,0.44436813186813184,-3.6371931670040603,-3.7750062169557985,-0.9755774498655417,-0.9786734192463131,-0.031070506430661067,-0.011849192129054357,-0.007028530243349266,-0.0003452967472198282,0.005947986406017694,0.21980785650723964,0.46331953532470516
i0_basis_premium_001,I0_basis_premium,basis_premium,generated_candidate,original,Rank(mark_index_ratio),b72c51499f9ce480,12,raw_20bp,validation_2025H1,4296,-0.0002541214429473153,-2.2261038402184816,0.0039036821800468237,-6.092827935340454,-8.916035970112334,0.46694599627560524,-1.0917057189016663,-1.1189895192564634,-0.6752013892709929,-0.683546678083317,-0.028523489183511722,-0.009926224134133263,-0.006279015025506844,-0.00022735335678578046,0.005678282003746908,0.25795321426938406,0.49014029388694114
i0_basis_premium_001,I0_basis_premium,basis_premium,generated_candidate,original,Rank(mark_index_ratio),b72c51499f9ce480,12,raw_20bp,recent_oos_2025H2_2026Apr,7248,-0.00041114375136107773,-3.601619261923041,0.002765395102734236,-13.915171326546911,-20.313402731464453,0.42218543046357615,-2.9799699098650914,-2.986724122315484,-0.9506248115261327,-0.9509552247865625,-0.016021816905864402,-0.007911049361320375,-0.00482201705054767,-0.000410570326679389,0.003944853619524185,0.23360467255334805,0.5
i0_basis_premium_001,I0_basis_premium,basis_premium,generated_candidate,original,Rank(mark_index_ratio),b72c51499f9ce480,12,raw_20bp,fresh_forward_2026May,392,-0.0007326255902023902,-6.417800170172939,0.0030909955584463005,-22.183790558461553,-33.00908682306131,0.3163265306122449,-0.28718923135933694,-0.29049548756261484,-0.25110807987395956,-0.25357761755994435,-0.017302127004737808,-0.008795918011506497,-0.004748949907447002,-0.0006707283377727628,0.0027873170230673454,0.25361394557823136,0.5
i0_basis_premium_001,I0_basis_premium,basis_premium,generated_candidate,original,Rank(mark_index_ratio),b72c51499f9ce480,12,residual_vs_funding_10bp,train_2024,8736,1.1914309587752796e-20,1.0436935198871449e-16,0.004063146920375849,2.744469492658981e-16,3.881823730360974e-16,0.5103021978021978,1.0408340855860843e-16,-0.6293046796084232,-0.06955874803341111,-0.48097777567423583,-0.030064595190187067,-0.011514489030758827,-0.006487636487637465,6.913464810163247e-05,0.006169158711608311,0.21980785650723964,0.46331953532470516
