blueprint_id,semantic_pair,motif,replay_rows,clean_rows,label_family_count,median_control_ratio,max_recent_spread
a7ff24r_2f417cea53e275b6,basis_premium_like|volatility_like,gated_sign,16,0,4,1.0,0.0791921725049335
a7ff24r_7affd59d06f0cdfa,basis_premium_like|volatility_like,gated_sign,16,0,4,1.0,0.07916047058575953
a7ff24r_20b072602eeb21eb,basis_premium_like|price_like,sub,16,0,4,1.0,0.07913412855241812
a7ff24r_b6c425eb5d65f76a,basis_premium_like|price_like,mul,16,0,4,7.094667751888574,0.07677195464401823
a7ff24r_18494b19560b1e1c,price_like|volatility_like,gated_sign,16,0,4,1.3734571282497008,0.07661401138332123
a7ff24r_18d238dbb46f8356,basis_premium_like|basis_premium_like,gated_sign,16,0,4,1.02654240024555,0.07640862916116031
a7ff24r_12f75c2e2796dd6e,basis_premium_like|positioning_like,mul,16,0,4,2.2935080710296663,0.07568231349765288
a7ff24r_168885405125bba0,basis_premium_like|basis_premium_like,gated_sign,16,0,4,1.0438505614372229,0.07420634401639578
a7ff24r_0e8cf4f2d2d653c7,basis_premium_like|positioning_like,spread_rank,16,0,4,1.210244025028993,0.07322235502714097
a7ff24r_eab92902c63036e3,basis_premium_like,single,16,0,4,1.0,0.07195924025295984
a7ff24r_503edc81504e964a,basis_premium_like|price_like,sub,16,0,4,1.0,0.07159700150863506
a7ff24r_2896b670ebf3967c,price_like|volatility_like,mul,16,0,4,2.60839444354089,0.06607582358551761
a7ff24r_46dbca9c53956336,basis_premium_like|price_like,safe_div_abs,16,0,4,2.080425134897617,0.05822477766512989
a7ff24r_0ba14c1c756fb529,basis_premium_like|basis_premium_like,safe_div_abs,16,0,4,1.0,0.0571822889094666
a7ff24r_106659470940e2eb,basis_premium_like|price_like,sub,16,0,4,1.0,0.05633577130293123
a7ff24r_6b9e4107d4ce11d4,basis_premium_like,single,16,0,4,1.0,0.0563144747757169
a7ff24r_842341fb2d786d51,basis_premium_like|volatility_like,gated_sign,16,0,4,1.0,0.056291735638325215
a7ff24r_5fd29d53584be2bf,basis_premium_like|basis_premium_like,spread_rank,16,0,4,1.0065544614055268,0.05440906779659986
a7ff24r_596e8f66dbea15c3,basis_premium_like|basis_premium_like,safe_div_abs,16,0,4,1.0,0.05368487594542178
a7ff24r_542b570f4bf41412,basis_premium_like|volatility_like,mul,16,0,4,1.0,0.052545446968707804
a7ff24r_010c17f20813e83d,basis_premium_like|basis_premium_like,sub,16,0,4,1.4703328558126438,0.051052063068780816
a7ff24r_57e00327a34e91e3,basis_premium_like,single,16,0,4,1.750787872910497,0.05047617104977311
a7ff24r_6a8e4e33dbe4b09c,basis_premium_like,single,16,0,4,1.2155540748806821,0.05033865804547446
a7ff24r_84e6b7e0b4d14184,basis_premium_like|price_like,safe_div_abs,16,0,4,1.1102198118622533,0.04951884145746813
a7ff24r_95db6511637ff25a,price_like,single,16,0,4,6.437542885327279,0.049393020269213876
a7ff24r_ff9b56ccd0b1474f,price_like,single,16,0,4,1.0011606547940777,0.048940686227407236
a7ff24r_072721eac2a0cfd3,basis_premium_like|price_like,sub,16,0,4,1.0,0.048583165479477754
a7ff24r_8e3dd007dfadf9b2,basis_premium_like|price_like,mul,16,0,4,4.7137429324655615,0.04736664125032648
a7ff24r_8176be4b94b1f677,basis_premium_like|price_like,safe_div_abs,16,0,4,1.3195076794178866,0.04705532191571112
a7ff24r_650915032f2a5979,basis_premium_like|volatility_like,gated_sign,16,0,4,1.0242858710516567,0.04653100949054407
a7ff24r_858ff2210f276fcf,basis_premium_like,single,16,0,4,1.1024760150089565,0.04650405897543478
a7ff24r_35936163ee9000cf,basis_premium_like|basis_premium_like,spread_rank,16,0,4,1.00741001875177,0.045566932096784175
a7ff24r_1c490f81c21f5f03,basis_premium_like|price_like,safe_div_abs,16,0,4,1.3625291474804677,0.042182435413266176
a7ff24r_eb94ce69b7faa44c,basis_premium_like,single,16,0,4,1.0,0.04096639880356925
a7ff24r_b8f107bc73b71bc4,liquidity_like|volatility_like,spread_rank,16,0,4,1.3682890676353487,0.03987955159753042
a7ff24r_ce8b14f4223a0409,liquidity_like|volatility_like,signed_spread,16,0,4,1.7662527549968536,0.039799315979174785
a7ff24r_712cf35327cfd98e,basis_premium_like|volatility_like,gated_sign,16,0,4,1.1612678987311817,0.0397423838068899
a7ff24r_7f35619193e2d6d9,basis_premium_like|price_like,sub,16,0,4,1.1416516670010188,0.03952320033674753
a7ff24r_0f543a2861f3d20f,basis_premium_like|volatility_like,safe_div_abs,16,0,4,1.2002406638055247,0.03871694153825816
a7ff24r_acdf1de7772e8224,basis_premium_like,single,16,0,4,1.4711931884518068,0.03841984111645897
a7ff24r_2c903d264aee7ca3,basis_premium_like|volatility_like,safe_div_abs,16,0,4,1.7079252271123375,0.03823234066929624
a7ff24r_6851231817646ddc,basis_premium_like|price_like,mul,16,0,4,2.370643335572916,0.03813964563489647
a7ff24r_389e925b81a0c645,basis_premium_like|volatility_like,smooth_mul,16,0,4,1.9608924631904614,0.03806732843642583
a7ff24r_610c51dfffdc8f01,basis_premium_like|volatility_like,mul,16,0,4,1.6095288668568721,0.037507319915196534
a7ff24r_7a6f873cfe7bc14d,basis_premium_like|volatility_like,mul,16,0,4,3.6229609161228433,0.03642677696364797
a7ff24r_47bcb06b0eb1f42a,basis_premium_like|volatility_like,mul,16,0,4,1.0062459810727362,0.03308983776558834
a7ff24r_48f9f812cd8214e5,basis_premium_like|basis_premium_like,gated_sign,16,0,4,1.7729836451041443,0.03274317391019366
a7ff24r_36473bbc00718694,basis_premium_like|basis_premium_like,safe_div_abs,16,0,4,1.333115432391172,0.03078784256922806
a7ff24r_145e2d58adad4f4a,basis_premium_like|basis_premium_like,safe_div_abs,16,0,4,1.7222483969567182,0.028445350945761807
a7ff24r_129519e7eda158fa,basis_premium_like|price_like,safe_div_abs,16,0,4,1.7302213768154333,0.026937134694814662
a7ff24r_1e349d20bff26d23,basis_premium_like|basis_premium_like,safe_div_abs,16,0,4,1.6115050351658147,0.02557367839851815
a7ff24r_83417b3871e08795,basis_premium_like|price_like,safe_div_abs,16,0,4,1.9298717846558597,0.025129439960203195
a7ff24r_5c84c80e5b76b421,basis_premium_like|price_like,sub,16,0,4,1.4171568819978797,0.024945743986088096
a7ff24r_5ee045650ebd8b30,basis_premium_like|price_like,safe_div_abs,16,0,4,1.3123811234532166,0.02464647588341373
a7ff24r_0386a2799693d3f8,price_like|volatility_like,gated_sign,16,0,4,2.7420476303881287,0.023989343754190918
a7ff24r_55434e3c45f77aed,basis_premium_like|price_like,safe_div_abs,16,0,4,2.030642075742585,0.02288791283714402
a7ff24r_892545e2049b6eba,basis_premium_like|price_like,safe_div_abs,16,0,4,1.4525926780018406,0.0221729469335259
a7ff24r_6550f4a63c432aa1,price_like|volatility_like,mul,16,0,4,1.7031707814347998,0.02188275056807921
a7ff24r_8109a8c7568833d5,basis_premium_like|price_like,mul,16,0,4,2.3049023244514366,0.02180507094059351
a7ff24r_c223ee324263786f,basis_premium_like|volatility_like,safe_div_abs,16,0,4,1.4435591587944219,0.02144724251958788
a7ff24r_931e020ea7a720ae,basis_premium_like|volatility_like,gated_sign,16,0,4,1.0466148846648498,0.021075960825885663
a7ff24r_7eeaa9c128fa6743,price_like,single,16,0,4,3.044920593937428,0.020409112571137922
a7ff24r_28c1f862a15e5d51,basis_premium_like|volatility_like,safe_div_abs,16,0,4,1.5227972616356313,0.019326081743455154
a7ff24r_459673618ff9012b,basis_premium_like|price_like,sub,16,0,4,1.5663895469174023,0.019167719593384022
a7ff24r_7b8607bc81201fb8,basis_premium_like|volatility_like,gated_sign,16,0,4,2.2357103150099524,0.019007040516565443
a7ff24r_869faa31d6dfbd84,basis_premium_like|volatility_like,smooth_mul,16,0,4,1.643025647816731,0.018576516332551883
a7ff24r_4f5fad181e850eac,price_like|volatility_like,gated_sign,16,0,4,1.1205365190731684,0.018450552000522927
a7ff24r_809e5867ebe18c47,basis_premium_like|price_like,safe_div_abs,16,0,4,1.496769795723856,0.018238245628369832
a7ff24r_b74c05b6f58309a0,basis_premium_like|price_like,safe_div_abs,16,0,4,1.7521825446927144,0.018106843624595876
a7ff24r_60b14efa22cf7892,price_like,single,16,0,4,1.1814284413081402,0.01773071890745188
a7ff24r_14bb4d389b4b94f0,basis_premium_like|basis_premium_like,sub,16,0,4,2.1376960403438057,0.017352215995439506
a7ff24r_6163e52de2669daa,basis_premium_like|price_like,safe_div_abs,16,0,4,1.2812140929828697,0.015857015371303382
a7ff24r_62921caa01dbd001,basis_premium_like|volatility_like,safe_div_abs,16,0,4,1.8422854332577259,0.015412115330379627
a7ff24r_11fa3c5fb7024604,basis_premium_like|price_like,safe_div_abs,16,0,4,1.5003405570137684,0.014804991925138646
a7ff24r_87748aaea3a33f95,basis_premium_like|price_like,safe_div_abs,16,0,4,1.314753580389684,0.014390266815270846
a7ff24r_245bcd7f2daa1c4b,basis_premium_like|basis_premium_like,safe_div_abs,16,0,4,1.7040214337258075,0.014086910465654103
a7ff24r_560d55755f939c3f,volatility_like,single,16,0,4,1.4190788875785074,0.013555222560314557
a7ff24r_6ee58ad6bd22a0c8,basis_premium_like|volatility_like,safe_div_abs,16,0,4,1.8041847085425733,0.01325957201644932
a7ff24r_89f2b5ee0732b53d,basis_premium_like|price_like,safe_div_abs,16,0,4,1.2498209051420748,0.012820823199972898
a7ff24r_6ce726b8ca680a9f,basis_premium_like|volatility_like,mul,16,0,4,1.2265568460772458,0.011944671266784541
a7ff24r_11b45eb2efc95436,basis_premium_like|price_like,safe_div_abs,16,0,4,1.6887168152658227,0.011494213893913077
a7ff24r_7d744fc000dfdcf5,basis_premium_like|price_like,safe_div_abs,16,0,4,1.3362959995910213,0.010805372744691155
a7ff24r_9f5ad1ba0f787f3a,price_like,single,16,0,4,1.001234196893947,0.010729483829147263
a7ff24r_10ad944f30aeb343,basis_premium_like|price_like,safe_div_abs,16,0,4,1.4564467390328582,0.010098142648201419
a7ff24r_1dcae0e3eed3132f,price_like|volatility_like,sub,16,0,4,1.0110725296025858,0.00912656871662239
a7ff24r_70759f8bb3140991,basis_premium_like|price_like,safe_div_abs,16,0,4,1.606239282194173,0.00869820964414548
a7ff24r_c664fcaa61a714a7,basis_premium_like|volatility_like,safe_div_abs,16,0,4,2.6390167164535594,0.008356140201385259
a7ff24r_03cd39a6d935072c,price_like|volatility_like,sub,16,0,4,1.0,0.0081116135532085
a7ff24r_4d5b01aa819013af,basis_premium_like|basis_premium_like,safe_div_abs,16,0,4,1.5006783185711674,0.007755812541109202
a7ff24r_0f7490654a6a7b63,basis_premium_like|volatility_like,smooth_mul,16,0,4,5.962425214698294,0.007611839258340276
a7ff24r_10608d38dd469cef,basis_premium_like|volatility_like,safe_div_abs,16,0,4,2.0551154586560303,0.007227345126151462
a7ff24r_86accfda9738361b,basis_premium_like|volatility_like,safe_div_abs,16,0,4,2.120951976009737,0.0070977206216527745
a7ff24r_990deb5022329468,basis_premium_like|volatility_like,safe_div_abs,16,0,4,2.673250688203316,0.007048722104560458
a7ff24r_991da4c8efd5befa,basis_premium_like|basis_premium_like,safe_div_abs,16,0,4,1.4221284240916257,0.00646041140650593
a7ff24r_563cb7e7f836889d,basis_premium_like|volatility_like,smooth_mul,16,0,4,1.8221174378168992,0.005375781104337872
a7ff24r_8931a4d48577eac9,basis_premium_like|volatility_like,smooth_mul,16,0,4,1.901031378221617,0.0052991855580659065
a7ff24r_2f65452feb520b77,price_like,single,16,0,4,1.822177088292738,0.0008365455505380592
