blueprint_id,expression,a7input_queue,semantic_pair,motif,skeleton_key,production_key,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,control_ratio_premay_max,stale_ratio_recent,cost5_recent_oriented,decision,train_2024_spread,train_2024_tstat,train_2024_obs,train_2024_stale_spread,train_2024_time_shuffle_spread,train_2024_symbol_shuffle_spread,train_2024_sign_flip_spread,validation_2025H1_spread,validation_2025H1_tstat,validation_2025H1_obs,validation_2025H1_stale_spread,validation_2025H1_time_shuffle_spread,validation_2025H1_symbol_shuffle_spread,validation_2025H1_sign_flip_spread,test_2025H2_spread,test_2025H2_tstat,test_2025H2_obs,test_2025H2_stale_spread,test_2025H2_time_shuffle_spread,test_2025H2_symbol_shuffle_spread,test_2025H2_sign_flip_spread,recent_oos_2026JanApr_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_obs,recent_oos_2026JanApr_stale_spread,recent_oos_2026JanApr_time_shuffle_spread,recent_oos_2026JanApr_symbol_shuffle_spread,recent_oos_2026JanApr_sign_flip_spread
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L0_raw,1,-1.0,3,1.0,0.23291021326108258,-0.0006260130852301484,HOLD_CORE56_CONTROL_DOMINATED,0.000373824311532313,9.888436074854022,8772,3.069112344544092e-05,-1.1008419314956418e-05,2.9858690787888575e-05,-0.000373824311532313,0.0005444734660379812,8.097059047126193,4344,-9.105028035607763e-05,-2.3260843521036675e-05,2.9752023451999422e-05,-0.0005444734660379812,0.0006503390740555748,9.39754845183592,4416,3.4802587967387868e-06,-6.733699381801429e-05,-3.05992049816033e-07,-0.0006503390740555748,0.0003739869147698517,4.7291928953376035,2880,-8.710537207590047e-05,-7.171652177903896e-05,5.3822843865156505e-05,-0.0003739869147698517
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L0_raw,4,-1.0,2,1.1031718642852368,5.672963213525891,-0.0010784267620223744,HOLD_CORE56_PREMAY_UNSTABLE,0.000407127722197843,5.530151309066846,8772,3.442855788786659e-05,-2.889283705290723e-05,8.287504972802834e-05,-0.000407127722197843,0.0004911609511845595,4.0085663036466705,4344,-2.5513997076717202e-05,-0.00019305085763037297,0.00015561157514782335,-0.0004911609511845595,0.0005598596048659255,4.0254944195327,4416,-9.614346135048744e-05,-0.0001711630054078515,5.456074868108377e-05,-0.0005598596048659255,-7.842676202237448e-05,-0.5040390911064823,2880,-0.00044491213590887985,3.871607676515347e-05,-8.651819727007747e-05,7.842676202237448e-05
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L0_raw,8,-1.0,2,1.101780168844572,3.661601676624303,-0.0011397898661084113,HOLD_CORE56_PREMAY_UNSTABLE,0.0003070951059509767,2.9659553506661234,8772,-3.076630896075926e-05,-2.4603887447902923e-05,5.179854917333586e-05,-0.0003070951059509767,0.0006078682306180263,3.647909957329504,4344,6.478133445024119e-05,-0.00021533484975892612,0.0001454618383428188,-0.0006078682306180263,0.00035943482221603696,1.8208321796759694,4416,-0.0003502931420741353,-0.00039601815910980393,-4.0393399525943746e-05,-0.00035943482221603696,-0.00013978986610841123,-0.6392819202689973,2880,-0.0005118548081176453,-5.940279176925458e-05,-0.00014708538252907401,0.00013978986610841123
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L0_raw,24,-1.0,2,1.4645753746137877,1.4746476802599442,-0.0018843164519688786,HOLD_CORE56_PREMAY_UNSTABLE,0.0005966468727674177,3.3202867313948774,8772,0.0002033651538778224,0.0003152924960915201,6.736412860086395e-05,-0.0005966468727674177,0.0005259379061020463,1.9005336194245614,4344,-3.5936739334462585e-05,-0.0003080814900580169,0.00016525049568848018,-0.0005259379061020463,0.0007069639422640327,2.0737316203490894,4416,7.1217155355268435e-06,-0.00043554534221767273,-0.00020474893763036206,-0.0007069639422640327,-0.0008843164519688785,-2.4232894460924204,2880,-0.001304055204511611,-0.0002860540911352137,-0.0012951480989194558,0.0008843164519688785
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L1_xs,1,-1.0,3,1.0,0.23291021084081961,-0.0006260130875240615,HOLD_CORE56_CONTROL_DOMINATED,0.00037382431373977833,9.888436149143834,8772,3.0691123819698026e-05,-1.1008419968678039e-05,2.9858690309288275e-05,-0.00037382431373977833,0.0005444734673088732,8.09705907036169,4344,-9.105028102650048e-05,-2.3260838911664746e-05,2.975202491537441e-05,-0.0005444734673088732,0.000650339070960253,9.397548399892582,4416,3.48025565494166e-06,-6.733699424653611e-05,-3.0599037709044585e-07,-0.000650339070960253,0.0003739869124759385,4.729192861009369,2880,-8.710537063647798e-05,-7.171652221737828e-05,5.3822848241597175e-05,-0.0003739869124759385
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L1_xs,4,-1.0,2,1.1031718513111566,5.672963148338306,-0.0010784267636898444,HOLD_CORE56_PREMAY_UNSTABLE,0.00040712772596428,5.530151369063875,8772,3.442856070275693e-05,-2.8892835423897057e-05,8.287504806904817e-05,-0.00040712772596428,0.0004911609484129092,4.008566274167721,4344,-2.55140007341193e-05,-0.00019305085577878798,0.00015561157654884566,-0.0004911609484129092,0.0005598595954265446,4.025494354110077,4416,-9.614346741325436e-05,-0.0001711630042001623,5.4560751817179305e-05,-0.0005598595954265446,-7.842676368984446e-05,-0.5040391034925331,2880,-0.0004449121402559244,3.871608052321591e-05,-8.65181980920683e-05,7.842676368984446e-05
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L1_xs,8,-1.0,2,1.1017801787067563,3.661601808131666,-0.0011397898598495607,HOLD_CORE56_PREMAY_UNSTABLE,0.0003070951075322663,2.9659553643231193,8772,-3.0766304077273814e-05,-2.4603892277400297e-05,5.1798550446630064e-05,-0.0003070951075322663,0.0006078682265866089,3.6479099356307896,4344,6.478133426245271e-05,-0.00021533485284148623,0.00014546183710294403,-0.0006078682265866089,0.0003594348109914766,1.8208321264633243,4416,-0.00035029314889292805,-0.0003960181502876183,-4.039339510656742e-05,-0.0003594348109914766,-0.00013978985984956064,-0.6392818922049027,2880,-0.0005118548035836234,-5.940278702606724e-05,-0.00014708538074831258,0.00013978985984956064
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L1_xs,24,-1.0,2,1.4645753583982815,1.4746476790034295,-0.0018843164634759226,HOLD_CORE56_PREMAY_UNSTABLE,0.0005966468672670617,3.320286702109602,8772,0.00020336514586091281,0.00031529250161559336,6.736412648968787e-05,-0.0005966468672670617,0.000525937883904039,1.900533538199294,4344,-3.593673372563103e-05,-0.00030808148825833956,0.00016525049983494322,-0.000525937883904039,0.000706963942550038,2.0737316168057016,4416,7.12169160831669e-06,-0.0004355453503855978,-0.00020474892357940467,-0.000706963942550038,-0.0008843164634759227,-2.423289477385744,2880,-0.0013040552203692905,-0.00028605410890203187,-0.0012951481014327503,0.0008843164634759227
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L3_liquidity_relative,1,1.0,0,,,,HOLD_CORE56_PREMAY_UNSTABLE,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L3_liquidity_relative,4,1.0,0,,,,HOLD_CORE56_PREMAY_UNSTABLE,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,
a7ff24r_858ff2210f276fcf,"Delta(mark_index_basis_bps,12)",ordinary_alpha,basis_premium_like,single,skel_1d39996e97d5ace0,prod_b35e184f3abd0abb,L3_liquidity_relative,8,1.0,0,,,,HOLD_CORE56_PREMAY_UNSTABLE,,,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,
