candidate_id,split,rank,symbol,abs_contribution,abs_contribution_share
a7al2q_1378ff7d2322adee,validation_2025H1,1,WIFUSDT,13.966168994225223,0.04454982722640114
a7al2q_1378ff7d2322adee,validation_2025H1,2,WLDUSDT,10.951250886179798,0.034932724578516205
a7al2q_1378ff7d2322adee,validation_2025H1,3,DODOXUSDT,9.557762269300003,0.030487720572792053
a7al2q_1378ff7d2322adee,validation_2025H1,4,ILVUSDT,9.289649945617642,0.029632485489910203
a7al2q_1378ff7d2322adee,validation_2025H1,5,ONDOUSDT,9.256930303972513,0.02952811510868376
a7al2q_1378ff7d2322adee,validation_2025H1,6,NEARUSDT,9.103069154945114,0.029037322851418336
a7al2q_1378ff7d2322adee,validation_2025H1,7,UNIUSDT,8.977168131166762,0.028635718885486675
a7al2q_1378ff7d2322adee,validation_2025H1,8,AVAXUSDT,8.801422950828204,0.028075120096857326
a7al2q_1378ff7d2322adee,validation_2025H1,9,LINKUSDT,8.612150161152254,0.027471370415594765
a7al2q_1378ff7d2322adee,validation_2025H1,10,DOGEUSDT,8.501487416542837,0.02711837410323542
a7al2q_1378ff7d2322adee,test_2025H2,1,ZECUSDT,11.378919179416467,0.040594626030743146
a7al2q_1378ff7d2322adee,test_2025H2,2,WLDUSDT,8.689663278678804,0.03100062717460458
a7al2q_1378ff7d2322adee,test_2025H2,3,UNIUSDT,8.270896058716083,0.02950666290433613
a7al2q_1378ff7d2322adee,test_2025H2,4,NEARUSDT,8.165994146646254,0.029132422273636528
a7al2q_1378ff7d2322adee,test_2025H2,5,APTUSDT,7.84763073833701,0.027996651529648406
a7al2q_1378ff7d2322adee,test_2025H2,6,FILUSDT,7.735611218182546,0.027597018624526837
a7al2q_1378ff7d2322adee,test_2025H2,7,DOTUSDT,7.545759439654281,0.026919716867733656
a7al2q_1378ff7d2322adee,test_2025H2,8,DODOXUSDT,7.5435933460898905,0.026911989265770098
a7al2q_1378ff7d2322adee,test_2025H2,9,LINKUSDT,7.473233362113396,0.026660977970934505
a7al2q_1378ff7d2322adee,test_2025H2,10,ILVUSDT,7.2563221449694675,0.02588714087771045
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,1,1000PEPEUSDT,5.608060935289943,0.034403401893273226
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,2,WLDUSDT,5.159497802491692,0.03165163119922564
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,3,ETHWUSDT,4.835903432129536,0.02966649813765088
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,4,SUIUSDT,4.747440349783623,0.02912380949539439
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,5,APTUSDT,4.699689979901268,0.02883087844764532
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,6,FILUSDT,4.682585403662486,0.028725948130848306
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,7,NEARUSDT,4.545985301701899,0.027887956486207018
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,8,DOTUSDT,4.521756643367688,0.027739322532399316
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,9,UNIUSDT,4.507745111368345,0.027653366910291056
a7al2q_1378ff7d2322adee,recent_oos_2026JanApr,10,DODOXUSDT,4.406867867185522,0.027034521927407844
a7al2q_1378ff7d2322adee,known_may2026_stress,1,ZECUSDT,1.676817184420075,0.06047972003906689
a7al2q_1378ff7d2322adee,known_may2026_stress,2,NEARUSDT,1.3810128625277909,0.04981060074531475
a7al2q_1378ff7d2322adee,known_may2026_stress,3,ONDOUSDT,1.3297708263792023,0.0479623944952278
a7al2q_1378ff7d2322adee,known_may2026_stress,4,SUIUSDT,1.1261345096209452,0.040617606081942564
a7al2q_1378ff7d2322adee,known_may2026_stress,5,WLDUSDT,1.0969374849540925,0.03956452295861109
a7al2q_1378ff7d2322adee,known_may2026_stress,6,FILUSDT,1.0627883991348808,0.038332828073130605
a7al2q_1378ff7d2322adee,known_may2026_stress,7,ARBUSDT,0.9176086214962184,0.033096459798459696
a7al2q_1378ff7d2322adee,known_may2026_stress,8,UNIUSDT,0.8619380008619868,0.03108852262937356
a7al2q_1378ff7d2322adee,known_may2026_stress,9,DODOXUSDT,0.8354622294142158,0.030133590118031663
a7al2q_1378ff7d2322adee,known_may2026_stress,10,ILVUSDT,0.7890765857018233,0.028460545034987832
a7al2q_f00f22bbcc48dc2c,validation_2025H1,1,WIFUSDT,14.11249724089244,0.0450271148930863
