left_field,right_field,overlap,exact_equivalent,affine_equivalent,affine_relative_error,rank_equivalent,rank_correlation,qualification_block,field_selection_effect
top_global_account_divergence,mark_trade_basis_bps,1693,False,False,0.9991886200491606,False,-0.05046378330285596,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,trade_quote_volume,1694,False,False,0.9999974060729423,False,-0.2157282774932755,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,account_position_divergence,1694,False,False,0.9999895028974093,False,0.02985469960782152,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,global_long_short_account_ratio_last,1694,False,False,0.9822239232707038,False,-0.15822329466162435,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_value_last,1694,False,False,0.9999591544071318,False,-0.22686248027269384,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_value_mean,1694,False,False,0.9999594389229179,False,-0.22679975452534268,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,top_long_short_account_ratio_last,1694,False,False,0.9926431785225057,False,0.11084292137536085,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,trade_close,1694,False,False,0.9998719348859614,False,0.04514055908083062,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,top_long_short_position_ratio_last,1694,False,False,0.9691461956233726,False,0.2691020553155063,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,global_long_short_account_ratio_mean,1694,False,False,0.9817877776929689,False,-0.1585895847870882,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,premium_high,1694,False,False,0.9995905085427074,False,0.034718140494650204,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,active_universe_size,1694,False,False,0.9798717549175822,False,-0.22240116144823874,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,listing_age_days,1694,False,False,0.950758738458808,False,0.32311357429071713,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_last_change_1h,1692,False,False,0.9999988335424738,False,-0.009933298854630922,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_value_last_change_1h,1692,False,False,0.9999834824098263,False,-0.024021997539966953,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,top_long_short_position_ratio_mean,1694,False,False,0.9692288248482331,False,0.26909640728284434,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,index_open,1694,False,False,0.9998718715131871,False,0.04533220988170834,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,trade_return_1h,1694,False,False,0.9998424012344862,False,-0.01032530588443822,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,trade_count,1694,False,False,0.9993881063341041,False,-0.15001571800280225,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,top_long_short_account_ratio_mean,1694,False,False,0.9932804631001915,False,0.10966607901495248,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,premium_open,1694,False,False,0.9999279414658938,False,0.010333615214687758,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,history_length_hours,1694,False,False,0.9480325889984433,False,0.3179961913862602,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_last_change_4h,1691,False,False,0.999769054026497,False,-0.03510994795139894,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_value_last_change_4h,1691,False,False,0.9995392456406061,False,-0.04910163060832679,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,index_low,1694,False,False,0.9998718218870918,False,0.045105376475415314,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,taker_buy_sell_volume_ratio_last,1694,False,False,0.9990657666935129,False,0.03212355976918157,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,premium_low,1694,False,False,0.9991218594433156,False,0.007074805373451173,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,age_percentile_active_universe,1694,False,False,0.9781068815587811,False,0.23983659630804813,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_last_change_24h,1689,False,False,0.9999929930710723,False,0.02819795131673778,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_value_last_change_24h,1689,False,False,0.9998780638510101,False,0.05416478029481645,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,index_high,1694,False,False,0.9998722375773994,False,0.04537179054416517,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,taker_buy_sell_volume_ratio_mean,1694,False,False,0.9995548377276067,False,0.05620849159617236,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,mark_index_basis_bps,1693,False,False,0.9996640803875553,False,0.03306019808550299,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_mean,1694,False,False,0.9978216996599153,False,-0.13534440036286882,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,taker_buy_quote_volume,1694,False,False,0.9999981465000016,False,-0.21226087421091316,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,premium_close,1694,False,False,0.9996312822075265,False,0.034018985306951306,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,open_interest_last,1694,False,False,0.9978271387308869,False,-0.1351948015537002,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
top_global_account_divergence,trade_volume,1694,False,False,0.9999669779021478,False,-0.145747725992632,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,trade_quote_volume,1696,False,False,0.9999709280827513,False,-0.005766772184400403,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,account_position_divergence,1693,False,False,0.9999786561390053,False,0.033796667841133214,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,global_long_short_account_ratio_last,1693,False,False,0.999606795687186,False,-0.08037465935151682,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
mark_trade_basis_bps,open_interest_value_last,1693,False,False,0.9999989568907349,False,-0.014992357625075494,DEVELOPMENT_ADAPTIVE_ONLY,NONE_AUDIT_ONLY
