blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard_id
a7ls15_defc4a5a369f820f,"Mul(TSRank(mark_index_basis_bps,240),Sign(Decay(mark_trade_basis_bps,504)))",basis_premium_like,gated_sign,L5_vol_adjusted_return,8,-1.0,3,True,0.7949533457967767,0.3479932293620381,True,0.6258198923298731,1.6058293851289498,True,0.4299996127109011,0.4293996127109011,0.4283996127109011,94.93333333333334,A7LS18a7ls18_s000_NUMERIC_CLUE,688,-0.0649908987754365,-2.310955598835647,-0.8535789064491859,-1.9494861420509555,0.4738372093023256,712,-0.0468419497715485,-1.50408107434144,-0.6258198923298731,-1.6058293851289498,0.4859550561797753,712,-0.2217462936678761,-5.658357004103145,-1.9649080663110248,-2.928084095763619,0.375,712,-0.4303996127109011,-6.475050825170055,-2.200255178793588,-2.8391883104076334,0.4157303370786517,1.0,435.60465936510434,skel_3afee12eb6a9078f,0.993105429474289,1.0,a7ls18_s000
a7ls15_be612e11c132e563,"Mul(Neg(ZScore(Delta(mark_index_basis_bps,2))),Sign(Abs(ZScore(Mean(premium_abs_state,24)))))",basis_premium_like,mean_reversion_gate,L5_vol_adjusted_return,8,1.0,3,True,0.8624508438735594,0.0960603818068617,True,0.7254542601830789,-0.8160729115740364,True,0.2030962420783949,0.2024962420783949,0.2014962420783949,94.93333333333334,A7LS18a7ls18_s000_NUMERIC_CLUE,689,0.0420273830607931,1.499486431568716,0.6293053522025054,-0.5409650184742306,0.5312046444121916,712,0.0828942407558719,2.700594505960068,0.7254542601830789,-0.1035698328195182,0.5856741573033708,712,0.1176501318098265,3.0062941009870188,0.9424632749810424,-0.3925972403591578,0.5617977528089888,712,0.2034962420783949,3.065652109118429,1.3355448030237644,-0.8160729115740364,0.5449438202247191,1.0,208.63379123452137,skel_86b735fd698ebcfa,0.993105429474289,1.0,a7ls18_s000
a7ls15_2b67ce1931f2d41e,"Mul(TSRank(mark_index_basis_bps,24),Sign(Abs(ZScore(Mean(basis_abs_168h,4)))))",basis_premium_like,gated_sign,L5_vol_adjusted_return,4,-1.0,3,True,0.924305098311007,0.0838282221116948,True,0.2969766370757456,2.622654388991804,True,0.1928676126847845,0.1922676126847845,0.1912676126847845,95.46666666666668,A7LS18a7ls18_s000_NUMERIC_CLUE,648,-0.0271065597090296,-1.3537107070874916,-0.8218195541604767,-1.3651658610607689,0.4799382716049383,689,-0.0284788075741028,-1.3081595727621813,-0.2969766370757456,-2.622654388991804,0.4383164005805515,701,-0.1282460966969452,-4.312356892661606,-2.141412348370084,-3.29171719719762,0.4051355206847361,707,-0.1932676126847845,-5.1967390463669085,-2.577737095345624,-3.185717966424185,0.4356435643564356,1.0,198.34330758647351,skel_437d739eeb4ca960,0.820741166331514,1.0,a7ls18_s000
a7ls15_135e097ad45b8876,"Mul(Neg(ZScore(TSRank(premium_close_bps,240))),Sign(TSRank(mark_trade_basis_bps,168)))",basis_premium_like,mean_reversion_gate,L5_vol_adjusted_return,1,1.0,3,True,0.9911198299844326,0.0448540467845578,True,3.258102288137789,3.258102288137789,True,0.0901231124170991,0.0895231124170991,0.0885231124170991,95.86666666666666,A7LS18a7ls18_s000_NUMERIC_CLUE,690,0.0254505202740082,2.3277315701670585,2.3277315701670585,2.3277315701670585,0.5478260869565217,719,0.0374396939487691,3.4153676290629016,3.4153676290629016,3.4153676290629016,0.5716272600834492,719,0.045384753746952,3.258102288137789,3.258102288137789,3.258102288137789,0.5869262865090403,719,0.0905231124170991,4.823527470710798,4.823527470710798,4.823527470710798,0.5966620305980529,1.0,95.53199258711474,skel_2674b9b28339672e,0.993105429474289,0.999951788641404,a7ls18_s000
a7ls15_87ff9c77d1a16165,"Mul(ZScore(Mean(premium_close_bps,240)),Sign(Abs(ZScore(Mean(basis_abs_168h,4)))))",basis_premium_like,gated_sign,L7_ranked_future_return,24,1.0,3,True,0.8872891061036305,0.0438885230417198,True,0.8045243848238137,0.4491367568750163,True,0.0445562978927203,0.0439562978927203,0.0429562978927203,92.8,A7LS18a7ls18_s000_RANK_LABEL_DIAGNOSTIC_CLUE,673,0.0218796433878157,4.471554473603272,1.0160646690367066,-0.1826906678650724,0.5542347696879644,696,0.0195306679704129,4.480932111188567,0.8045243848238137,0.4491367568750163,0.5545977011494253,696,0.0351264001968922,5.644472641755142,1.0817201836490216,0.486844664238141,0.5991379310344828,696,0.0449562978927203,6.91189989516873,1.3459817398566905,0.8723270314051836,0.6048850574712644,0.0,49.06900878661668,skel_f5b37d2264eba0bd,0.820741166331514,1.0,a7ls18_s000
a7ls15_9c78bb1dd5efd1bf,"Mul(Decay(basis_abs_168h,168),Sign(ZScore(Mean(premium_abs_state,168))))",basis_premium_like,gated_sign,L7_ranked_future_return,8,-1.0,3,True,0.8209423253988618,0.0367858048533083,True,0.6700419556213415,0.9648188842774263,True,0.0383807883374948,0.0377807883374948,0.0367807883374948,94.93333333333334,A7LS18a7ls18_s000_RANK_LABEL_DIAGNOSTIC_CLUE,689,-0.0110729788206203,-2.058064889860729,-0.7747818453684048,-1.181286400903052,0.4716981132075472,712,-0.0087663044891801,-1.6246729163095606,-0.6700419556213415,-0.9648188842774263,0.4775280898876404,712,-0.0215391567831876,-3.783423999596456,-1.3207543210066914,-1.8325363427268195,0.4648876404494382,712,-0.0387807883374948,-6.233671624015261,-2.08531146032741,-2.6253047005882952,0.4030898876404494,0.0,42.95984601209594,skel_156d0fafafecde17,0.86210858948578,1.0,a7ls18_s000
a7ls15_8de70db218a76e66,"Mul(Neg(ZScore(ZScore(Mean(premium_abs_state,720)))),Sign(Decay(mark_trade_basis_bps,6)))",basis_premium_like,mean_reversion_gate,L7_ranked_future_return,1,1.0,3,True,0.6512071834231128,0.0053048376088188,True,2.496531954843512,2.496531954843512,True,0.0202269638901766,0.0196269638901766,0.0186269638901766,95.86666666666666,A7LS18a7ls18_s000_RANK_LABEL_DIAGNOSTIC_CLUE,696,0.0037647336632609,0.7159058053051043,0.7159058053051043,0.7159058053051043,0.5057471264367817,719,0.012409371297584,2.496531954843512,2.496531954843512,2.496531954843512,0.5507649513212796,719,0.0203654606449286,3.8111481426463545,3.8111481426463545,3.8111481426463545,0.5674547983310153,719,0.0206269638901766,3.608352037203506,3.608352037203506,3.608352037203506,0.56884561891516,0.0,24.97575670675357,skel_857699c27821c9ad,0.993105429474289,0.9956549513065278,a7ls18_s000
a7ls15_88db6d559f8f5239,"Mul(Neg(ZScore(Decay(mark_index_basis_bps,8))),Sign(ZScore(Mean(premium_close_bps,120))))",basis_premium_like,mean_reversion_gate,L7_ranked_future_return,1,1.0,3,True,0.8348172187645396,0.007526850564055,True,2.694897290168244,2.694897290168244,True,0.0199106487920465,0.0193106487920465,0.0183106487920465,95.86666666666666,A7LS18a7ls18_s000_RANK_LABEL_DIAGNOSTIC_CLUE,696,0.0088145886547467,1.68549439029667,1.68549439029667,1.68549439029667,0.5172413793103449,719,0.0141971552567866,2.694897290168244,2.694897290168244,2.694897290168244,0.5257301808066759,719,0.021962167748416,4.063628259699064,4.063628259699064,4.063628259699064,0.5632823365785814,719,0.0203106487920465,3.4894382242990125,3.4894382242990125,3.4894382242990125,0.5243393602225312,0.0,24.47583157328203,skel_f4061a64df347a31,0.993105429474289,1.0,a7ls18_s000
a7ls15_904968528632d479,"Mul(ZScore(Mean(premium_abs_168h,24)),Sign(Mean(premium_abs_state,504)))",basis_premium_like,gated_sign,L7_ranked_future_return,1,-1.0,3,True,0.9021848129853678,0.0168756117034976,True,1.450823614786477,1.450823614786477,True,0.0164926750115901,0.0158926750115901,0.0148926750115901,95.86666666666666,A7LS18a7ls18_s000_RANK_LABEL_DIAGNOSTIC_CLUE,696,-0.0042292764208173,-0.7878543043771635,-0.7878543043771635,-0.7878543043771635,0.5043103448275862,719,-0.0073880904548498,-1.450823614786477,-1.450823614786477,-1.450823614786477,0.4881780250347705,719,-0.0094187046051614,-1.7138342001654874,-1.7138342001654874,-1.7138342001654874,0.4770514603616133,719,-0.0168926750115901,-2.828606040728028,-2.828606040728028,-2.828606040728028,0.4728789986091794,0.0,20.9904901986048,skel_bcb165b7818f5d85,0.820741166331514,1.0,a7ls18_s000
a7ls15_a547987f2c771d8d,"Mul(Delta(Abs(ZScore(Mean(premium_abs_state,48))),24),Sub(CSRank(Abs(ZScore(Mean(premium_abs_state,48)))),CSRank(Decay(basis_abs_168h,36))))",basis_premium_like,delta_x_divergence,L7_ranked_future_return,4,-1.0,3,True,0.7478552370527467,0.0170079886974963,True,1.0409921104974855,1.55196076389258,True,0.0155408623008483,0.0149408623008483,0.0139408623008483,95.46666666666668,A7LS18a7ls18_s000_RANK_LABEL_DIAGNOSTIC_CLUE,669,-0.0046297161324254,-0.8574022996193807,-0.3118639563478105,-0.9895174477409528,0.4693572496263079,716,-0.0177211844351334,-3.434647197348861,-1.5413311695635543,-2.5623229592190038,0.4441340782122905,716,-0.0112537664235464,-2.1504391159693554,-1.0409921104974855,-1.55196076389258,0.4608938547486033,716,-0.0159408623008483,-2.869531415804871,-1.470721396523046,-1.951129040054179,0.4622905027932961,0.0,20.193007063795584,skel_74c9211f88a36010,0.8172938810686584,0.9797634739308728,a7ls18_s000
