decision,label_family,count
A7FF28A_NUMERIC_CLUE,L0_raw_forward_return,6
A7FF28A_NUMERIC_CLUE,L1_cross_sectional_relative_return,7
A7FF28A_NUMERIC_CLUE,L3_liquidity_tier_relative_return,8
A7FF28A_NUMERIC_CLUE,L5_vol_adjusted_return,9
A7FF28A_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,10
HOLD_A7FF28A_CONTROL_DOMINATED,L0_raw_forward_return,10
HOLD_A7FF28A_CONTROL_DOMINATED,L1_cross_sectional_relative_return,9
HOLD_A7FF28A_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,8
HOLD_A7FF28A_CONTROL_DOMINATED,L5_vol_adjusted_return,5
HOLD_A7FF28A_CONTROL_DOMINATED,L7_ranked_future_return,5
HOLD_A7FF28A_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,3
HOLD_A7FF28A_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,9
HOLD_A7FF28A_PRE_MAY_UNSTABLE,L0_raw_forward_return,16
HOLD_A7FF28A_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,16
HOLD_A7FF28A_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,16
HOLD_A7FF28A_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,15
HOLD_A7FF28A_PRE_MAY_UNSTABLE,L7_ranked_future_return,8
