field_name,source_field_names,source_family,feature_class,feature_role,semantic_role,motif_field_family,in_motif_pack,contract_present,a7ar2_in_contract,uses_future,uses_label,allowed_for_rank,allowed_for_regime,allowed_for_search,allowed_for_label,allowed_for_neutralization,pit_lag_required,feature_available_time_primary,same_bar_execution_allowed,fixed_delay_stress_required,latency_audit_required,timing_ok,ordinary_alpha_allowed,diagnostic_allowed,risk_defense_allowed,generator_allowed_any_mode,selector_primary_allowed,selector_diagnostic_allowed,must_attach_controls,best_label_families,best_horizons,best_transforms,primitive_response_candidate_count,economic_role,caveat,enforcement_status,enforcement_reason,a7aif4_promoted_ordinary_alpha_seed,a7aif4_promotion_basis
funding_rate,Binance funding event observed in 1h,funding,raw_source,weak_or_unstable,weak_or_unstable,funding,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,False,False,False,False,False,False,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,HOLD_WEAK_RESPONSE,primitive_response_map_weak_or_unstable,False,
global_long_short_account_ratio_last,Binance metrics 5m aggregated to 1h,metrics_positioning,raw_source,control_like_or_risk_exposure,risk_exposure_or_control_like,positioning,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,False,True,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_RISK_DEFENSE_OR_NEUTRALIZER,control_like_or_risk_exposure_not_primary_alpha,False,
global_long_short_account_ratio_mean,Binance metrics 5m aggregated to 1h,metrics_positioning,raw_source,,unclassified_generator_ingredient,positioning,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,False,
index_close,Binance mark/index/premium 1h,mark_index_premium,raw_source,,unclassified_generator_ingredient,price,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,False,
mark_close,Binance mark/index/premium 1h,mark_index_premium,raw_source,,unclassified_generator_ingredient,return,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,False,
mark_high,Binance mark/index/premium 1h,mark_index_premium,raw_source,,unclassified_generator_ingredient,volatility,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,False,
mark_index_basis_bps,Binance mark/index/premium 1h,mark_index_premium,raw_source,predictive_signal_candidate,ordinary_signal_candidate,basis,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,True,False,False,True,True,False,True,L0_raw_forward_return|L1_cross_sectional_relative_return,1,delta_24h,2,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_ORDINARY_ALPHA,ordinary_label_response_and_contract_clean,True,delta_24h:L0_raw_forward_return:1|delta_24h:L1_cross_sectional_relative_return:1
mark_low,Binance mark/index/premium 1h,mark_index_premium,raw_source,,unclassified_generator_ingredient,volatility,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,False,
mark_trade_basis_bps,Binance mark/index/premium 1h,mark_index_premium,raw_source,regime_state_or_interaction_input,regime_state_or_interaction_input,basis,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,True,False,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_DIAGNOSTIC_OR_REGIME,nonordinary_response_or_regime_input_contract_clean,False,
open_interest_last,Binance metrics 5m aggregated to 1h,metrics_positioning,raw_source,control_like_or_risk_exposure,risk_exposure_or_control_like,open_interest,True,True,True,False,False,True,True,True,False,False,+1h primary,timestamp + 1h,False,False,True,True,False,False,True,True,False,True,True,,,,0,,timestamp + 1h / next 1h bar open; field-native latency audit required; fixed delay stress prohibited,OK_RISK_DEFENSE_OR_NEUTRALIZER,control_like_or_risk_exposure_not_primary_alpha,False,
