candidate_id,family_id,primary_seed_field,source_fields,expression,skeleton_key,production_key,motif,static_valid,uses_may,allowed_next_use
a7ab3_a90858a17e8fd699,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,24)),24))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_fc286c72ff8cd7ad,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,4)),24),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_76a7cd179658db8e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Clip(Sub(Mean(realized_vol_168h,24),Decay(realized_vol_168h,24)),-3,3),Rank(Winsor(ZScore(realized_vol_168h),3)))",skeleton_aee8e5fc677d3eb9,prod_c48aee19b380d955,self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_d2c4abc928b5b037,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Winsor(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,24)),3),-3,3)",skeleton_7ca490bb03c28445,prod_a22634e55bb0946c,clip_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_ed9a47a19116a27c,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),24)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_b000fc0594d795af,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,4),Decay(realized_vol_24h,24))))",skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_ef53f3c7624da3cf,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Sub(TSRank(realized_vol_168h,168),Rank(realized_vol_168h))",skeleton_b1cbe6cc6bad4f18,prod_546efb995a382dc5,single_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_5a0229f33771c835,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,12)),Sub(TSRank(realized_vol_24h,24),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_cf679e38f84e4713,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),12),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),24))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_c5123c71d68be073,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(Sub(Decay(realized_vol_168h,12),Decay(realized_vol_168h,24)))",skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_16c32002efc09b4c,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Decay(Sub(TSRank(Delta(realized_vol_24h,4),72),Rank(Delta(realized_vol_24h,1))),12)",skeleton_7575df9b531b63a5,prod_d89ea2afb009d832,decay_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_3ab66a1df38523f2,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,168)),24),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_ea6140b0e0a71102,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),4)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_2feaea7cfe43cfc2,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Mean(realized_vol_168h,24),Sub(TSRank(Delta(realized_vol_168h,4),168),Rank(Delta(realized_vol_168h,24))))",skeleton_f45bdb251a88eaea,prod_c4c1accad1b8e515,self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_ef8629489c7f43c4,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,24),Decay(realized_vol_24h,12))))",skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_f00b5c6082d17e83,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Decay(ZScore(realized_vol_24h),4),Mul(Rank(Mean(realized_vol_24h,72)),ZScore(Delta(realized_vol_24h,24)))),3)",skeleton_dbcc3589a0dbe876,prod_ac19445b41de76c0,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_bfcc9b1ee453c511,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Sub(TSRank(realized_vol_24h,72),TSRank(realized_vol_24h,24)),-3,3)",skeleton_2c7cbbca5fb2e3ff,prod_568d6dc6be2e5689,clip_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_89ea2e3fecc18466,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),12),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),72))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_0bc78809db3a1428,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(ZScore(Decay(Delta(realized_vol_168h,1),12)),3)",skeleton_631f433b0ee241f4,prod_7b7185ad43eef39c,winsor_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_f04db6f4924f7613,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,72)),24),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_1f9d0c138e2bd52b,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,4),4)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_bb4925c0d70865a2,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,4)),Sub(TSRank(realized_vol_24h,72),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_2efb57dc8f4b4dea,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,4)),24),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_e2048c11cde49553,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,4),24)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_bca956bf9c1f55bd,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Mean(realized_vol_168h,24),Sub(TSRank(Delta(realized_vol_168h,4),24),Rank(Delta(realized_vol_168h,1))))",skeleton_f45bdb251a88eaea,prod_c4c1accad1b8e515,self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_2942692cc4933504,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,12)),3)",skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_b5cbf40bc83635e6,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Mul(Decay(realized_vol_168h,12),ZScore(Delta(realized_vol_168h,4))),ZScore(realized_vol_168h)),-3,3)",skeleton_007ceb90e9646fcf,prod_dcefdf55af33c09a,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_689cfe66f49450f1,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,168)),24))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_68a96c7482f54ef4,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Decay(realized_vol_24h,24),-3,3)",skeleton_5190274b100e392b,prod_f61390d4371ecad5,clip_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_24741c8b2339897e,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,12),Decay(realized_vol_24h,4))))",skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_aa514394c88f667b,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,4)),Sub(TSRank(realized_vol_24h,168),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_2b63665e756389b1,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),4),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),168))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_55f36babb84831f9,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Rank(Sub(Rank(Decay(realized_vol_24h,12)),Rank(Decay(realized_vol_24h,24))))",skeleton_0d0b63c5ed3bddab,prod_5e474ba2094131c8,rank_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_89d2aef92a4a2116,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,72)),12),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_9c35877b3eeadde7,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,4),4)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_580211368aee14aa,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,4)),Sub(TSRank(realized_vol_24h,24),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_5288fb50dc43c4ce,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),4),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),24))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_f0f4c568b02b1b72,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,12)))",skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_963f2200643b0122,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,72)),12),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_4edb42235b090e63,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Mul(Clip(Sub(Mean(realized_vol_168h,24),Decay(realized_vol_168h,12)),-3,3),Rank(Winsor(ZScore(realized_vol_168h),3)))",skeleton_aee8e5fc677d3eb9,prod_c48aee19b380d955,self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_8fc0069f4b9a3901,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Clip(Winsor(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,12)),3),-3,3)",skeleton_7ca490bb03c28445,prod_a22634e55bb0946c,clip_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_146a7900d0b97900,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,12),72)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_f0fd11e1b7ac50c4,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Decay(ZScore(realized_vol_24h),24),Mul(Rank(Mean(realized_vol_24h,72)),ZScore(Delta(realized_vol_24h,24)))),3)",skeleton_dbcc3589a0dbe876,prod_ac19445b41de76c0,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_26abfdb88c810db6,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,24)),3)",skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_2f1fbcdc45fe5f02,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(Sub(Decay(realized_vol_168h,4),Decay(realized_vol_168h,24)))",skeleton_80be2e39216c5bd2,prod_05ef2fe8f8a41b76,single_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_b854fff95062ccbb,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Rank(Sub(Rank(Decay(realized_vol_24h,12)),Rank(Decay(realized_vol_24h,4))))",skeleton_0d0b63c5ed3bddab,prod_5e474ba2094131c8,rank_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_89f36443c77f1154,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,4)),12),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_c94fa32710b0cc62,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,12),24)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_18e2cd1447c93035,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"ZScore(Mul(ZScore(Mean(realized_vol_24h,168)),Sub(Decay(realized_vol_24h,4),Decay(realized_vol_24h,24))))",skeleton_b4719759c75cc639,prod_d6f921b63367049b,zscore_self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_c0b46628db85051e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),4),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),72))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_a1158014bc8694e3,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,168)),12),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_6a6fae76ea412b5d,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),12),Mean(Decay(realized_vol_168h,4),4)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_6b1ede39589354c2,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,24)),Sub(TSRank(realized_vol_24h,72),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_415b08ec6691b1e1,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Sub(Mean(realized_vol_24h,24),Decay(realized_vol_24h,24)),Sub(TSRank(realized_vol_24h,168),Rank(realized_vol_24h)))",skeleton_d28a4a1d3d3ef772,prod_f661c019deb339b4,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_8fc4f200f3117eba,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Rank(Sub(Decay(Delta(realized_vol_168h,24),24),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),168))))",skeleton_55190e4dae05846e,prod_f86e83a9556e9ca6,rank_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_22ff280520a24474,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),12),Mean(Decay(realized_vol_168h,24),24)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_a90271a1fadb66b5,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Winsor(Sub(Decay(realized_vol_168h,24),Decay(realized_vol_168h,4)),3)",skeleton_1bfeeed2faa0c752,prod_5cff96a37f793b14,winsor_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_708bb946a50da2f6,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,168)),4),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_22fe3edacb2ca8db,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),12),Mean(Decay(realized_vol_168h,24),4)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_2038e7490bc7c96e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,72)),168))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_38bf13ce5c547868,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),12),Mean(Decay(realized_vol_168h,24),4)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_5a5d3e1afc051877,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),72)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_9c95bb7146c0484f,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Delta(realized_vol_24h,1),ZScore(Sub(Decay(realized_vol_24h,24),Decay(realized_vol_24h,12))))",skeleton_92a027c8f2dc1bf3,prod_c2001a20471b7be1,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_081a19f7a8cf1a28,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,72))),Decay(Delta(realized_vol_24h,24),24)),3)",skeleton_ccfa2357b3384254,prod_defcbbf1d7acb75f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_76a00c5af7c2a42e,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),24)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_8c7bf5a24c702ede,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,12),4)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_9a81ac752c80cdbb,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,24),4)),Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_600034a0c3f51232,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),4),Mean(Decay(realized_vol_168h,24),24)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,24)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_64dada600532b020,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Winsor(Mul(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,24))),Decay(Delta(realized_vol_24h,24),4)),3)",skeleton_ccfa2357b3384254,prod_defcbbf1d7acb75f,winsor_self_interaction,True,False,A7AB4_materialization_preflight_only
a7ab3_bb4ca27b71e8d4b7,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"ZScore(TSRank(Sub(Mean(realized_vol_168h,4),Mean(realized_vol_168h,168)),72))",skeleton_4bc196574b0d7a0a,prod_a683b2b5c7d8dd20,zscore_atom,True,False,A7AB4_materialization_preflight_only
a7ab3_cf9f560f6b2e3013,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,72)),24),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,4))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_90102d112da9e2e0,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,12),4)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_5ba89a8ca80c3f17,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,4),72)),Sub(Rank(Decay(realized_vol_168h,12)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_8e5ea4c86259043d,G1_volatility_state_reversal,realized_vol_168h,realized_vol_168h,"Clip(Sub(Sub(Decay(Mean(realized_vol_168h,168),24),Mean(Decay(realized_vol_168h,4),24)),Sub(Rank(Decay(realized_vol_168h,24)),Rank(Decay(realized_vol_168h,4)))),-3,3)",skeleton_931e68d04ee11844,prod_0e0f4edf609bffe4,clip_horizon_spread,True,False,A7AB4_materialization_preflight_only
a7ab3_9c2c97ab99b9585c,G1_volatility_state_reversal,realized_vol_24h,realized_vol_24h,"Sub(Decay(Sub(Mean(realized_vol_24h,24),Mean(realized_vol_24h,168)),12),Sub(ZScore(Delta(realized_vol_24h,1)),ZScore(Delta(realized_vol_24h,24))))",skeleton_1889f2effaf94e35,prod_547b439b22124971,horizon_spread,True,False,A7AB4_materialization_preflight_only
