candidate_id,selector_tier,field_name,field_family,feature_role,source_family,feature_class,transform,label_family,label_horizon_h,orientation_from_train,control_ratio_premay_max,control_margin,premay_positive_split_count,premay_score,one_bar_lag_recent_oriented,lag_score,validation_oriented_tstat,test_oriented_tstat,recent_oriented_tstat,robust_tstat_floor,robust_score,role_priority,selector_score,eligible,reject_reasons,blueprint,allowed_next_use
a7af1_queue_024,T1_beta_neutral_alpha_diagnostic,liquidity_rank_active_universe,liquidity,beta_or_neutralized_signal_candidate,trade_ohlcv,derived_cross_section,cs_rank,L2_BTC_ETH_beta_residual_return,4,-1.0,0.986634721522299,0.01336527847770097,3,1.0,0.0011960355482528,0.9751689688203066,2.161478233675296,2.4201326340702107,3.719234762407528,1.1818188186115688,0.23636376372231377,0.85,0.6357530413147026,True,,role_response::liquidity_rank_active_universe::cs_rank::L2_BTC_ETH_beta_residual_return::4h::short_high,neutralized_alpha_diagnostic_contract_only
a7af1_queue_027,T1_beta_neutral_alpha_diagnostic,premium_close_bps,basis_premium,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,delta_24h,L5_vol_adjusted_return,1,-1.0,0.8578286912670068,0.14217130873299322,3,1.0,0.0471641596947673,0.5431188247283768,2.390736894903998,4.012118472128077,4.318800277797495,2.390736894903998,0.4781473789807996,0.85,0.6273253887905849,True,,role_response::premium_close_bps::delta_24h::L5_vol_adjusted_return::1h::short_high,neutralized_alpha_diagnostic_contract_only
a7af1_queue_019,T2_downside_risk_defense,trade_count,liquidity,downside_avoidance_signal_candidate,trade_ohlcv,raw_source,level,L6_downside_avoidance,1,-1.0,0.4318372919802808,0.5681627080197191,3,1.0,0.0023996110818994,0.8259050900259411,4.674677449475993,9.26146196003964,14.964563161235102,4.674677449475993,0.9349354898951987,0.7,0.7844199894983408,True,,role_response::trade_count::level::L6_downside_avoidance::1h::short_high,risk_defense_downside_contract_only
a7af1_queue_021,T2_downside_risk_defense,trade_count,liquidity,downside_avoidance_signal_candidate,trade_ohlcv,raw_source,cs_rank,L6_downside_avoidance,1,-1.0,0.4318372919802808,0.5681627080197191,3,1.0,0.0023996110818994,0.8259050900259411,4.674677449475993,9.26146196003964,14.964563161235102,4.674677449475993,0.9349354898951987,0.7,0.7844199894983408,True,,role_response::trade_count::cs_rank::L6_downside_avoidance::1h::short_high,risk_defense_downside_contract_only
a7af1_queue_047,T2_downside_risk_defense,top_long_short_account_ratio_last,positioning,downside_avoidance_signal_candidate,metrics_positioning,raw_source,delta_24h,L6_downside_avoidance,1,1.0,0.4573704878869895,0.5426295121130105,3,1.0,0.0016774604137486,0.9440243678101896,7.7033987327799425,3.934152587602111,9.799849217878656,3.934152587602111,0.7868305175204222,0.7,0.7809440849518233,True,,role_response::top_long_short_account_ratio_last::delta_24h::L6_downside_avoidance::1h::long_high,risk_defense_downside_contract_only
a7af1_queue_045,T2_downside_risk_defense,global_long_short_account_ratio_last,positioning,downside_avoidance_signal_candidate,metrics_positioning,raw_source,delta_24h,L6_downside_avoidance,1,1.0,0.5610438325283381,0.4389561674716619,3,1.0,0.0012216610250585,0.9139345515622804,7.608109890670501,3.3464358754664443,7.738857894728467,3.3464358754664443,0.6692871750932888,0.7,0.7387579421115864,True,,role_response::global_long_short_account_ratio_last::delta_24h::L6_downside_avoidance::1h::long_high,risk_defense_downside_contract_only
a7af1_queue_020,T2_downside_risk_defense,trade_count,liquidity,downside_avoidance_signal_candidate,trade_ohlcv,raw_source,level,L6_downside_avoidance,4,-1.0,0.5084126767960655,0.4915873232039345,3,1.0,0.0049331629281925,0.8987620063719873,4.179128399037084,6.582310024029418,17.579156412395957,2.334510991572852,0.4669021983145704,0.7,0.7294013515882388,True,,role_response::trade_count::level::L6_downside_avoidance::4h::short_high,risk_defense_downside_contract_only
a7af1_queue_022,T2_downside_risk_defense,trade_count,liquidity,downside_avoidance_signal_candidate,trade_ohlcv,raw_source,cs_rank,L6_downside_avoidance,4,-1.0,0.5084126767960655,0.4915873232039345,3,1.0,0.0049331629281925,0.8987620063719873,4.179128399037084,6.582310024029418,17.579156412395957,2.334510991572852,0.4669021983145704,0.7,0.7294013515882388,True,,role_response::trade_count::cs_rank::L6_downside_avoidance::4h::short_high,risk_defense_downside_contract_only
a7af1_queue_013,T2_downside_risk_defense,realized_vol_24h,volatility,downside_avoidance_signal_candidate,trade_ohlcv,derived_rolling,level,L6_downside_avoidance,24,-1.0,0.8177616525726132,0.18223834742738676,3,1.0,0.023765094105576,0.9843817057465964,23.37887770484827,25.42866286530149,29.38806055506041,5.395736899142107,1.0,0.7,0.7182168427188361,True,,role_response::realized_vol_24h::level::L6_downside_avoidance::24h::short_high,risk_defense_downside_contract_only
a7af1_queue_015,T2_downside_risk_defense,realized_vol_24h,volatility,downside_avoidance_signal_candidate,trade_ohlcv,derived_rolling,cs_rank,L6_downside_avoidance,24,-1.0,0.8177616525726132,0.18223834742738676,3,1.0,0.023765094105576,0.9843817057465964,23.37887770484827,25.42866286530149,29.38806055506041,5.395736899142107,1.0,0.7,0.7182168427188361,True,,role_response::realized_vol_24h::cs_rank::L6_downside_avoidance::24h::short_high,risk_defense_downside_contract_only
a7af1_queue_041,T2_downside_risk_defense,oi_x_price_move_24h,open_interest_interaction,downside_avoidance_signal_candidate,"metrics_positioning,trade_ohlcv",derived_interaction,level,L6_downside_avoidance,1,-1.0,0.8733738051380588,0.12662619486194115,3,1.0,0.0023980714463447,0.9952779381651574,4.797037718324638,4.926037822139733,10.925010396785302,4.797037718324638,0.9594075436649276,0.7,0.7018889938067516,True,,role_response::oi_x_price_move_24h::level::L6_downside_avoidance::1h::short_high,risk_defense_downside_contract_only
a7af1_queue_043,T2_downside_risk_defense,oi_x_price_move_24h,open_interest_interaction,downside_avoidance_signal_candidate,"metrics_positioning,trade_ohlcv",derived_interaction,cs_rank,L6_downside_avoidance,1,-1.0,0.8733738051380588,0.12662619486194115,3,1.0,0.0023980714463447,0.9952779381651574,4.797037718324638,4.926037822139733,10.925010396785302,4.797037718324638,0.9594075436649276,0.7,0.7018889938067516,True,,role_response::oi_x_price_move_24h::cs_rank::L6_downside_avoidance::1h::short_high,risk_defense_downside_contract_only
a7af1_queue_049,T2_downside_risk_defense,top_long_short_position_ratio_last,positioning,downside_avoidance_signal_candidate,metrics_positioning,raw_source,delta_24h,L6_downside_avoidance,1,1.0,0.651023984506793,0.348976015493207,3,1.0,0.0011340104966305,0.9020105129269104,4.067568123110228,2.147174733217149,7.3077134304974996,2.147174733217149,0.4294349466434298,0.7,0.6904890754766813,True,,role_response::top_long_short_position_ratio_last::delta_24h::L6_downside_avoidance::1h::long_high,risk_defense_downside_contract_only
a7af1_queue_042,T2_downside_risk_defense,oi_x_price_move_24h,open_interest_interaction,downside_avoidance_signal_candidate,"metrics_positioning,trade_ohlcv",derived_interaction,level,L6_downside_avoidance,4,-1.0,0.8398948252144404,0.16010517478555963,3,1.0,0.0044038600576416,0.9431423500951162,4.510022528875284,5.8950439246359725,12.395723665068532,3.55186664978529,0.710373329957058,0.7,0.6775349792063632,True,,role_response::oi_x_price_move_24h::level::L6_downside_avoidance::4h::short_high,risk_defense_downside_contract_only
a7af1_queue_044,T2_downside_risk_defense,oi_x_price_move_24h,open_interest_interaction,downside_avoidance_signal_candidate,"metrics_positioning,trade_ohlcv",derived_interaction,cs_rank,L6_downside_avoidance,4,-1.0,0.8398948252144404,0.16010517478555963,3,1.0,0.0044038600576416,0.9431423500951162,4.510022528875284,5.8950439246359725,12.395723665068532,3.55186664978529,0.710373329957058,0.7,0.6775349792063632,True,,role_response::oi_x_price_move_24h::cs_rank::L6_downside_avoidance::4h::short_high,risk_defense_downside_contract_only
a7af1_queue_048,T2_downside_risk_defense,top_long_short_account_ratio_last,positioning,downside_avoidance_signal_candidate,metrics_positioning,raw_source,delta_24h,L6_downside_avoidance,4,1.0,0.6540410335148991,0.34595896648510094,3,1.0,0.0035162405149593,0.970554985407551,7.666975826262252,2.9375308158305344,10.851423743656415,0.9990060026646538,0.19980120053293077,0.7,0.677053109485701,True,,role_response::top_long_short_account_ratio_last::delta_24h::L6_downside_avoidance::4h::long_high,risk_defense_downside_contract_only
a7af1_queue_037,T2_downside_risk_defense,open_interest_last,open_interest,downside_avoidance_signal_candidate,metrics_positioning,raw_source,level,L6_downside_avoidance,1,-1.0,0.9739156990718554,0.02608430092814462,3,1.0,0.0002802691210987,0.9863662656905715,11.05369514328858,6.269180464789528,3.685312169753361,3.685312169753361,0.7370624339506722,0.7,0.6531822584806891,True,,role_response::open_interest_last::level::L6_downside_avoidance::1h::short_high,risk_defense_downside_contract_only
a7af1_queue_039,T2_downside_risk_defense,open_interest_last,open_interest,downside_avoidance_signal_candidate,metrics_positioning,raw_source,cs_rank,L6_downside_avoidance,1,-1.0,0.9739156990718554,0.02608430092814462,3,1.0,0.0002802691210987,0.9863662656905715,11.05369514328858,6.269180464789528,3.685312169753361,3.685312169753361,0.7370624339506722,0.7,0.6531822584806891,True,,role_response::open_interest_last::cs_rank::L6_downside_avoidance::1h::short_high,risk_defense_downside_contract_only
a7af1_queue_017,T2_downside_risk_defense,realized_vol_168h,volatility,downside_avoidance_signal_candidate,trade_ohlcv,derived_rolling,delta_24h,L6_downside_avoidance,4,-1.0,0.9699166476319496,0.030083352368050376,3,1.0,0.0056650849584587,0.946932023000455,6.252943058327005,10.743880041134537,17.39233777854478,3.31783950948747,0.663567901897494,0.7,0.6409174317318302,True,,role_response::realized_vol_168h::delta_24h::L6_downside_avoidance::4h::short_high,risk_defense_downside_contract_only
a7af1_queue_046,T2_downside_risk_defense,global_long_short_account_ratio_last,positioning,downside_avoidance_signal_candidate,metrics_positioning,raw_source,delta_24h,L6_downside_avoidance,4,1.0,0.761528067756665,0.23847193224333496,3,1.0,0.0024805706456741,0.9471830941452583,8.376166437342059,3.3769048125427856,8.231085789845926,0.504534633416006,0.1009069266832012,0.7,0.6367861398509426,True,,role_response::global_long_short_account_ratio_last::delta_24h::L6_downside_avoidance::4h::long_high,risk_defense_downside_contract_only
a7af1_queue_036,T2_downside_risk_defense,premium_abs_168h,basis_premium,downside_avoidance_signal_candidate,mark_index_premium,derived_rolling,delta_24h,L6_downside_avoidance,1,-1.0,0.9609267677948224,0.039073232205177555,3,1.0,0.0014811205292403,0.9126373158482319,2.997247836414072,6.844395629767893,9.423011539734787,2.997247836414072,0.5994495672828144,0.7,0.6316088621568107,True,,role_response::premium_abs_168h::delta_24h::L6_downside_avoidance::1h::short_high,risk_defense_downside_contract_only
a7af1_queue_038,T2_downside_risk_defense,open_interest_last,open_interest,downside_avoidance_signal_candidate,metrics_positioning,raw_source,level,L6_downside_avoidance,4,-1.0,0.9799259193619746,0.020074080638025404,3,1.0,0.0003846011138258,0.9700909529184468,10.591182159523004,7.5476866398966465,2.792346056316854,1.6015362672036213,0.32030725344072425,0.7,0.6075628884413459,True,,role_response::open_interest_last::level::L6_downside_avoidance::4h::short_high,risk_defense_downside_contract_only
a7af1_queue_040,T2_downside_risk_defense,open_interest_last,open_interest,downside_avoidance_signal_candidate,metrics_positioning,raw_source,cs_rank,L6_downside_avoidance,4,-1.0,0.9799259193619746,0.020074080638025404,3,1.0,0.0003846011138258,0.9700909529184468,10.591182159523004,7.5476866398966465,2.792346056316854,1.6015362672036213,0.32030725344072425,0.7,0.6075628884413459,True,,role_response::open_interest_last::cs_rank::L6_downside_avoidance::4h::short_high,risk_defense_downside_contract_only
a7af1_queue_025,T2_downside_risk_defense,kline_taker_buy_quote_share,taker_flow,downside_avoidance_signal_candidate,trade_ohlcv,raw_source,level,L6_downside_avoidance,1,-1.0,0.8141755801340729,0.18582441986592713,3,1.0,0.0001192528824058,0.4101146448428608,2.1907158163074936,2.9954457689448466,3.718060566120367,2.1907158163074936,0.4381431632614987,0.7,0.5767876180190608,True,,role_response::kline_taker_buy_quote_share::level::L6_downside_avoidance::1h::short_high,risk_defense_downside_contract_only
a7af1_queue_026,T2_downside_risk_defense,kline_taker_buy_quote_share,taker_flow,downside_avoidance_signal_candidate,trade_ohlcv,raw_source,cs_rank,L6_downside_avoidance,1,-1.0,0.8141755801340729,0.18582441986592713,3,1.0,0.0001192528824058,0.4101146448428608,2.1907158163074936,2.9954457689448466,3.718060566120367,2.1907158163074936,0.4381431632614987,0.7,0.5767876180190608,True,,role_response::kline_taker_buy_quote_share::cs_rank::L6_downside_avoidance::1h::short_high,risk_defense_downside_contract_only
a7af1_queue_002,blocked_role_label_mismatch,trade_return_1h,price_return,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,level,L6_downside_avoidance,1,-1.0,0.2045470126161972,0.7954529873838028,3,1.0,0.0012726060455516,0.7192584313277042,5.161565243705384,6.919177126521181,8.531783969576535,5.161565243705384,1.0,0.55,-1.0,False,tier_label_ok,role_response::trade_return_1h::level::L6_downside_avoidance::1h::short_high,not_allowed
a7af1_queue_008,blocked_role_label_mismatch,trade_return_1h,price_return,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,cs_rank,L6_downside_avoidance,1,-1.0,0.2045470126161972,0.7954529873838028,3,1.0,0.0012726060455516,0.7192584313277042,5.161565243705384,6.919177126521181,8.531783969576535,5.161565243705384,1.0,0.55,-1.0,False,tier_label_ok,role_response::trade_return_1h::cs_rank::L6_downside_avoidance::1h::short_high,not_allowed
a7af1_queue_004,blocked_role_label_mismatch,trade_return_1h,price_return,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,level,L6_downside_avoidance,4,-1.0,0.2491119413485958,0.7508880586514042,3,1.0,0.0016402030442426,0.7221491737507051,4.9744218260450594,6.504677858611283,6.651523071542425,2.8913050478559725,0.5782610095711945,0.55,-1.0,False,tier_label_ok,role_response::trade_return_1h::level::L6_downside_avoidance::4h::short_high,not_allowed
a7af1_queue_010,blocked_role_label_mismatch,trade_return_1h,price_return,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,cs_rank,L6_downside_avoidance,4,-1.0,0.2491119413485958,0.7508880586514042,3,1.0,0.0016402030442426,0.7221491737507051,4.9744218260450594,6.504677858611283,6.651523071542425,2.8913050478559725,0.5782610095711945,0.55,-1.0,False,tier_label_ok,role_response::trade_return_1h::cs_rank::L6_downside_avoidance::4h::short_high,not_allowed
a7af1_queue_003,blocked_role_label_mismatch,trade_return_1h,price_return,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,level,L7_ranked_future_return,1,-1.0,0.2543170677185504,0.7456829322814496,3,1.0,0.021627469744429,0.3054256642406337,5.828584491638501,9.313300191045904,10.603270120559912,5.828584491638501,1.0,0.55,-1.0,False,tier_label_ok,role_response::trade_return_1h::level::L7_ranked_future_return::1h::short_high,not_allowed
a7af1_queue_009,blocked_role_label_mismatch,trade_return_1h,price_return,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,cs_rank,L7_ranked_future_return,1,-1.0,0.2543170677185504,0.7456829322814496,3,1.0,0.021627469744429,0.3054256642406337,5.828584491638501,9.313300191045904,10.603270120559912,5.828584491638501,1.0,0.55,-1.0,False,tier_label_ok,role_response::trade_return_1h::cs_rank::L7_ranked_future_return::1h::short_high,not_allowed
a7af1_queue_005,blocked_role_label_mismatch,trade_return_1h,price_return,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,level,L7_ranked_future_return,4,-1.0,0.2675451847919714,0.7324548152080286,3,1.0,0.0208287237911452,0.3791382299679888,6.952524750367033,8.916281280980192,8.356521793521543,4.024514820438065,0.804902964087613,0.55,-1.0,False,tier_label_ok,role_response::trade_return_1h::level::L7_ranked_future_return::4h::short_high,not_allowed
a7af1_queue_011,blocked_role_label_mismatch,trade_return_1h,price_return,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,cs_rank,L7_ranked_future_return,4,-1.0,0.2675451847919714,0.7324548152080286,3,1.0,0.0208287237911452,0.3791382299679888,6.952524750367033,8.916281280980192,8.356521793521543,4.024514820438065,0.804902964087613,0.55,-1.0,False,tier_label_ok,role_response::trade_return_1h::cs_rank::L7_ranked_future_return::4h::short_high,not_allowed
a7af1_queue_028,blocked_role_label_mismatch,premium_close_bps,basis_premium,beta_or_neutralized_signal_candidate,derived_replay_base,derived_rolling,delta_24h,L7_ranked_future_return,1,-1.0,0.7914377201455718,0.2085622798544282,3,1.0,0.0157945177568786,1.0,4.691874257964881,6.144363184530614,2.1032740740555558,2.1032740740555558,0.42065481481111117,0.55,-1.0,False,tier_label_ok,role_response::premium_close_bps::delta_24h::L7_ranked_future_return::1h::short_high,not_allowed
a7af1_queue_016,blocked_role_label_mismatch,realized_vol_168h,volatility,downside_avoidance_signal_candidate,trade_ohlcv,derived_rolling,level,L7_ranked_future_return,1,-1.0,0.8794980260372742,0.12050197396272577,3,1.0,0.0347141734919899,0.9601834433473978,2.586084465755415,4.087612149928399,4.955279609354727,2.586084465755415,0.517216893151083,0.55,-1.0,False,tier_label_ok,role_response::realized_vol_168h::level::L7_ranked_future_return::1h::short_high,not_allowed
a7af1_queue_018,blocked_role_label_mismatch,realized_vol_168h,volatility,downside_avoidance_signal_candidate,trade_ohlcv,derived_rolling,cs_rank,L7_ranked_future_return,1,-1.0,0.8794980260372742,0.12050197396272577,3,1.0,0.0347141734919899,0.9601834433473978,2.586084465755415,4.087612149928399,4.955279609354727,2.586084465755415,0.517216893151083,0.55,-1.0,False,tier_label_ok,role_response::realized_vol_168h::cs_rank::L7_ranked_future_return::1h::short_high,not_allowed
a7af1_queue_012,blocked_role_label_mismatch,realized_vol_24h,volatility,downside_avoidance_signal_candidate,trade_ohlcv,derived_rolling,level,L7_ranked_future_return,1,-1.0,0.939507952084472,0.06049204791552798,3,1.0,0.0310903936794931,0.8989123048711256,2.209086741167302,3.475388165170086,4.75172010738194,2.209086741167302,0.44181734823346036,0.55,-1.0,False,tier_label_ok,role_response::realized_vol_24h::level::L7_ranked_future_return::1h::short_high,not_allowed
a7af1_queue_014,blocked_role_label_mismatch,realized_vol_24h,volatility,downside_avoidance_signal_candidate,trade_ohlcv,derived_rolling,cs_rank,L7_ranked_future_return,1,-1.0,0.939507952084472,0.06049204791552798,3,1.0,0.0310903936794931,0.8989123048711256,2.209086741167302,3.475388165170086,4.75172010738194,2.209086741167302,0.44181734823346036,0.55,-1.0,False,tier_label_ok,role_response::realized_vol_24h::cs_rank::L7_ranked_future_return::1h::short_high,not_allowed
