candidate_id,objective_family,orientation_from_train,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,oriented_may_stress_spread,one_bar_lag_recent_oriented,cost10_recent_proxy,control_dominance_ratio_premay_max,pre_may_positive,lag_ok,may_stress_clean,decision
a7al2x3_c6d040e141ee4a7a,F0_OI_delta_price_interaction,-1.0,-0.0025958644505642164,-0.005545525078342545,0.0023783088437037505,0.0009785593551201112,0.0030449886064063216,0.00037830884370375047,5.183606340347539,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_a685d04007266d3e,F0_OI_delta_price_interaction,1.0,0.0004448399088294793,0.004182362418857452,-0.007697212144569424,-0.004154989608917237,-0.007917616641292712,-0.009697212144569424,9.067724443035335,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_8943bb8dd3c5f640,F1_OI_basis_premium_interaction,1.0,-0.0017929680682647446,-0.005159482525907161,0.0008110386425895823,0.0014441725980906595,0.001004137595850112,-0.0011889613574104178,12.996863090273612,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_8133b78c17250336,F1_OI_basis_premium_interaction,-1.0,0.0021837921757470236,0.003936889090671043,0.003963174884465277,-0.0016281728732062148,0.003998265780339541,0.001963174884465277,1.8248167169025231,True,True,False,HOLD_A7AL2X7_CONTROL_DOMINATED
a7al2x3_dcf6359c32accfb4,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_0bd3d497403b3991,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_93725c2d40077dd9,F3_positioning_divergence,-1.0,-0.001997463519805835,-0.002330025216635797,-0.009961628647040796,-0.002532648076061633,-0.009923546224442836,-0.011961628647040796,4.883440495854863,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_afebb1f45f8929ea,F3_positioning_divergence,-1.0,-0.0005377622376129635,-0.0013242704940437991,-0.0001874549786031427,-0.003605687307682812,-0.00016648921408018096,-0.0021874549786031427,28.253315639584198,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_1fd71f89fcb97240,F4_OI_taker_flow_interaction,-1.0,-0.0009476909550973379,-0.00015394257720160721,0.0006652221668891495,0.0015412424855088317,0.0007673556717808945,-0.0013347778331108506,31.566621477476083,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_a551e0d946a6abf3,F4_OI_taker_flow_interaction,-1.0,0.0007616442436607932,-0.001447790154826991,0.003231094711968653,0.0015899832861611134,0.002973005438450536,0.0012310947119686532,3.9959961829523554,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_9add29eae207e174,F5_OI_upper_regime_interaction,1.0,-0.0017711661805744439,0.0045995887334669945,0.002858414998775965,,0.0030758539329304754,0.0008584149987759648,6.349740151207593,False,True,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_d294deb3ca25cf27,F5_OI_upper_regime_interaction,1.0,-0.0017711661805744439,0.0045995887334669945,0.002858414998775965,,0.0030758539329304754,0.0008584149987759648,6.349740151207593,False,True,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_6425856b9df4b997,F6_OI_latent_state_interaction,1.0,0.0,0.0,0.0,0.0,0.0,-0.002,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_f726e8031e11a5c6,F6_OI_latent_state_interaction,1.0,0.0008269081259932127,-0.0015211906604592916,0.00016875972960145273,0.0030238645726783377,0.00013187598709429424,-0.0018312402703985473,40.172645107605,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
