candidate_id,variant,split,n_dates,avg_n_obs,mean_spread_24h,naive_tstat,nonoverlap_median_tstat,nonoverlap_min_tstat,positive_spread_rate
a7al2x3_c6d040e141ee4a7a,original,train_2024,684,32.0,-0.0001715735000876895,-0.13790836785003666,0.11298947953263154,-1.7556850658755494,0.49415204678362573
a7al2x3_c6d040e141ee4a7a,original,validation_2025H1,696,32.0,0.0025958644505642164,3.8274935565946686,0.5229144427432562,-1.2367369913811868,0.5459770114942529
a7al2x3_c6d040e141ee4a7a,original,test_2025H2,696,32.0,0.005545525078342545,4.254645958782987,1.0098658981228452,-1.6964349885335268,0.5416666666666666
a7al2x3_c6d040e141ee4a7a,original,recent_oos_2026JanApr,696,32.0,-0.0023783088437037505,-1.7883899593759034,-0.3662830152931271,-1.7643526921184638,0.4827586206896552
a7al2x3_c6d040e141ee4a7a,original,known_may2026_stress,576,32.0,-0.0009785593551201112,-1.2100991308089628,-0.12552512777496463,-2.3512450588957967,0.4652777777777778
a7al2x3_c6d040e141ee4a7a,one_bar_lag,train_2024,683,32.0,-0.0003168443527079229,-0.25539597168533723,0.12209107389985409,-1.800699415273164,0.5007320644216691
a7al2x3_c6d040e141ee4a7a,one_bar_lag,validation_2025H1,696,32.0,0.002523364952646744,3.749743065842867,0.5608870758263464,-1.0775629016801755,0.5545977011494253
a7al2x3_c6d040e141ee4a7a,one_bar_lag,test_2025H2,696,32.0,0.004853923963401336,3.7417728423343135,0.6029834100710498,-2.1068465695335648,0.5287356321839081
a7al2x3_c6d040e141ee4a7a,one_bar_lag,recent_oos_2026JanApr,696,32.0,-0.0030449886064063216,-2.285577997234495,-0.38010143183534995,-2.212005004832711,0.47844827586206895
a7al2x3_c6d040e141ee4a7a,one_bar_lag,known_may2026_stress,576,32.0,-0.0015060660640961192,-1.8214876848030754,-0.2959181496584684,-2.666497665222044,0.4618055555555556
a7al2x3_c6d040e141ee4a7a,time_shuffle,train_2024,694,32.0,-0.001552769339231617,-1.318655343763955,-0.18221847771977878,-2.9198784413639602,0.4812680115273775
a7al2x3_c6d040e141ee4a7a,time_shuffle,validation_2025H1,693,32.0,0.0012861540015041719,1.9633151331350225,0.4009811290286263,-1.418202362185726,0.5165945165945166
a7al2x3_c6d040e141ee4a7a,time_shuffle,test_2025H2,692,32.0,-0.0005295389852476146,-0.6383392936050362,0.1416636122274442,-2.1054464017408048,0.5014450867052023
a7al2x3_c6d040e141ee4a7a,time_shuffle,recent_oos_2026JanApr,694,32.0,0.000398191249982723,0.3385658135100117,-0.22257302708131232,-1.9103017343780329,0.5043227665706052
a7al2x3_c6d040e141ee4a7a,time_shuffle,known_may2026_stress,575,32.0,0.0004450868608010108,0.6413098013394744,0.10200422342628152,-2.2102909601723395,0.5043478260869565
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,train_2024,684,32.0,0.001786638616245971,1.7474499812873778,0.2046750902988496,-1.1517098392044463,0.5233918128654971
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,validation_2025H1,696,32.0,-0.0008443305368058294,-1.3717378253793115,-0.505729284254723,-2.0300591836864905,0.46695402298850575
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,test_2025H2,696,32.0,0.001953712962479513,2.5644132407621125,0.6097406580503137,-1.2804938303863067,0.5488505747126436
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,recent_oos_2026JanApr,696,32.0,0.00178768514136903,1.4293880803309118,0.5055424852909327,-1.6881038261261643,0.5301724137931034
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,known_may2026_stress,576,32.0,0.00013314047774984139,0.17001510281925658,0.357642157589097,-2.3294300870112696,0.5017361111111112
a7al2x3_c6d040e141ee4a7a,same_family_random,train_2024,696,32.0,-0.00023765628180225,-0.24134461721280512,-0.0964573349816179,-1.8310483637958879,0.4885057471264368
a7al2x3_c6d040e141ee4a7a,same_family_random,validation_2025H1,696,32.0,-0.0002513457102818131,-0.41209937362321447,-0.21800501531465213,-1.5335963014633067,0.5028735632183908
a7al2x3_c6d040e141ee4a7a,same_family_random,test_2025H2,696,32.0,0.0007084112900274011,0.8580712443173248,0.18175714753407546,-1.4616515920322037,0.5172413793103449
a7al2x3_c6d040e141ee4a7a,same_family_random,recent_oos_2026JanApr,696,32.0,-0.0023466690863370443,-2.164762379985206,-0.8330409741940951,-3.0168926804919836,0.47701149425287354
a7al2x3_c6d040e141ee4a7a,same_family_random,known_may2026_stress,576,32.0,6.98353938255065e-05,0.08214035580029885,0.11977096016265243,-2.0362583890910666,0.4982638888888889
a7al2x3_c6d040e141ee4a7a,wrong_lag_future_24h,train_2024,684,32.0,0.0012419579493465505,0.7592819245144362,0.3353468498231857,-1.5162895844653221,0.5029239766081871
